Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
Control_DLPFC_vs_NAC,KEGG,Cortisol synthesis and secretion,0.6595976397637574,0.9999907231367143,27/2345
Control_DLPFC_vs_NAC,KEGG,Propanoate metabolism,0.6670072993371872,0.9999907231367143,5/2345
Control_DLPFC_vs_NAC,KEGG,Porphyrin metabolism,0.6670072993371872,0.9999907231367143,5/2345
Control_DLPFC_vs_NAC,KEGG,Glutathione metabolism,0.7521100698562598,0.9999907231367143,17/2345
Control_DLPFC_vs_NAC,KEGG,Ether lipid metabolism,0.7521100698562598,0.9999907231367143,17/2345
Control_DLPFC_vs_NAC,KEGG,Folate transport and metabolism,0.7746383503375105,0.9999907231367143,13/2345
Control_DLPFC_vs_NAC,KEGG,Histidine metabolism,0.8073826904157482,0.9999907231367143,9/2345
Control_DLPFC_vs_NAC,KEGG,Taurine and hypotaurine metabolism,0.8074870598778562,0.9999907231367143,6/2345
Control_DLPFC_vs_NAC,KEGG,alpha-Linolenic acid metabolism,0.8074870598778562,0.9999907231367143,6/2345
Control_DLPFC_vs_NAC,KEGG,Adipocytokine signaling pathway,0.8100914959852356,0.9999907231367143,22/2345
Control_DLPFC_vs_NAC,KEGG,Tryptophan metabolism,0.8127832055468399,0.9999907231367143,12/2345
Control_DLPFC_vs_NAC,KEGG,Platinum drug resistance,0.8605667065409769,0.9999907231367143,20/2345
Control_DLPFC_vs_NAC,KEGG,Nicotinate and nicotinamide metabolism,0.879081781642807,0.9999907231367143,13/2345
Control_DLPFC_vs_NAC,KEGG,beta-Alanine metabolism,0.8806462926054833,0.9999907231367143,10/2345
Control_DLPFC_vs_NAC,KEGG,Pyruvate metabolism,0.8876825976751552,0.9999907231367143,7/2345
Control_DLPFC_vs_NAC,KEGG,Chemokine signaling pathway,0.8952746700432997,0.9999907231367143,62/2345
Control_DLPFC_vs_NAC,KEGG,Intestinal immune network for IgA production,0.903232446008521,0.9999907231367143,18/2345
Control_DLPFC_vs_NAC,KEGG,Fatty acid metabolism,0.9264529128955672,0.9999907231367143,11/2345
Control_DLPFC_vs_NAC,KEGG,Apoptosis - multiple species,0.9339704686980475,0.9999907231367143,8/2345
Control_DLPFC_vs_NAC,KEGG,Autoimmune thyroid disease,0.9339704686980475,0.9999907231367143,8/2345
Control_DLPFC_vs_NAC,KEGG,Ascorbate and aldarate metabolism,0.9458075692109946,0.9999907231367143,3/2345
Control_DLPFC_vs_NAC,KEGG,Cytokine-cytokine receptor interaction,0.9577219697085055,0.9999907231367143,95/2345
Control_DLPFC_vs_NAC,KEGG,Oxidative phosphorylation,0.9838859930144235,0.9999907231367143,19/2345
Control_DLPFC_vs_NAC,KEGG,Fluid shear stress and atherosclerosis,0.9887203096463085,0.9999907231367143,46/2345
Control_DLPFC_vs_NAC,KEGG,2-Oxocarboxylic acid metabolism,0.990734437674615,0.9999907231367143,4/2345
Control_DLPFC_vs_NAC,KEGG,Complement and coagulation cascades,0.9940330552844737,0.9999907231367143,26/2345
Control_DLPFC_vs_NAC,KEGG,Viral protein interaction with cytokine and cytokine receptor,0.9992218056924728,0.9999907231367143,22/2345
Control_DLPFC_vs_NAC,KEGG,Apoptosis,0.9999907231367143,0.9999907231367143,31/2345
OUD_DLPFC_vs_NAC,GO_MF,postsynaptic neurotransmitter receptor activity,0.12853239685030884,0.9999928389785339,38/5162
OUD_DLPFC_vs_NAC,GO_MF,neurotransmitter receptor activity,0.15318150782414605,0.9999928389785339,54/5162
OUD_DLPFC_vs_NAC,GO_MF,structural constituent of synapse,0.15828403680017533,0.9999928389785339,17/5162
OUD_DLPFC_vs_NAC,GO_MF,L-glutamate transmembrane transporter activity,0.22080259256849444,0.9999928389785339,8/5162
OUD_DLPFC_vs_NAC,GO_MF,G protein-coupled neurotransmitter receptor activity,0.26671925197362095,0.9999928389785339,7/5162
OUD_DLPFC_vs_NAC,GO_MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,0.3067609733022117,0.9999928389785339,29/5162
OUD_DLPFC_vs_NAC,GO_MF,structural constituent of postsynapse,0.31801176332598863,0.9999928389785339,12/5162
OUD_DLPFC_vs_NAC,GO_MF,toxic substance binding,0.38914482478815493,0.9999928389785339,5/5162
OUD_DLPFC_vs_NAC,GO_MF,glutamate-gated calcium ion channel activity,0.38914482478815493,0.9999928389785339,5/5162
OUD_DLPFC_vs_NAC,GO_MF,dopamine binding,0.38914482478815493,0.9999928389785339,5/5162
OUD_DLPFC_vs_NAC,GO_MF,neurotransmitter transmembrane transporter activity,0.4660785613428816,0.9999928389785339,9/5162
OUD_DLPFC_vs_NAC,GO_MF,axon guidance receptor activity,0.5249469924829506,0.9999928389785339,8/5162
OUD_DLPFC_vs_NAC,GO_MF,glutamate receptor activity,0.5578657398356894,0.9999928389785339,12/5162
OUD_DLPFC_vs_NAC,GO_MF,ionotropic glutamate receptor binding,0.6076898040689218,0.9999928389785339,11/5162
OUD_DLPFC_vs_NAC,GO_MF,glutamate receptor binding,0.6523026936603826,0.9999928389785339,23/5162
OUD_DLPFC_vs_NAC,GO_MF,glutamate-gated receptor activity,0.7098188361628665,0.9999928389785339,9/5162
OUD_DLPFC_vs_NAC,GO_MF,G protein-coupled glutamate receptor binding,0.72400054173542,0.9999928389785339,5/5162
OUD_DLPFC_vs_NAC,GO_MF,CXCR chemokine receptor binding,0.72400054173542,0.9999928389785339,5/5162
OUD_DLPFC_vs_NAC,GO_MF,opioid receptor binding,0.7935295205742181,0.9999928389785339,4/5162
OUD_DLPFC_vs_NAC,GO_MF,type 5 metabotropic glutamate receptor binding,0.7935295205742181,0.9999928389785339,4/5162
OUD_DLPFC_vs_NAC,GO_MF,complement binding,0.923341431740607,0.9999928389785339,7/5162
OUD_DLPFC_vs_NAC,GO_MF,complement receptor activity,0.9469864221998872,0.9999928389785339,6/5162
OUD_DLPFC_vs_NAC,GO_MF,chemokine activity,0.9591040462141674,0.9999928389785339,8/5162
OUD_DLPFC_vs_NAC,GO_MF,neurotransmitter receptor regulator activity,0.9660142892555422,0.9999928389785339,5/5162
OUD_DLPFC_vs_NAC,GO_MF,chemokine receptor activity,0.9686112061648976,0.9999928389785339,10/5162
OUD_DLPFC_vs_NAC,GO_MF,CCR chemokine receptor binding,0.9803691143195821,0.9999928389785339,4/5162
OUD_DLPFC_vs_NAC,GO_MF,chemokine receptor binding,0.9827930299315121,0.9999928389785339,11/5162
OUD_DLPFC_vs_NAC,GO_MF,cytokine activity,0.985979030649453,0.9999928389785339,70/5162
OUD_DLPFC_vs_NAC,GO_MF,cytokine receptor activity,0.9893693840260726,0.9999928389785339,40/5162
OUD_DLPFC_vs_NAC,GO_MF,lipopolysaccharide immune receptor activity,0.990269980564289,0.9999928389785339,3/5162
OUD_DLPFC_vs_NAC,GO_MF,C-C chemokine receptor activity,0.990799707346564,0.9999928389785339,7/5162
OUD_DLPFC_vs_NAC,GO_MF,C-C chemokine binding,0.9971410470282812,0.9999928389785339,7/5162
OUD_DLPFC_vs_NAC,GO_MF,chemokine binding,0.997740000239036,0.9999928389785339,11/5162
OUD_DLPFC_vs_NAC,GO_MF,immune receptor activity,0.9981952711682947,0.9999928389785339,54/5162
OUD_DLPFC_vs_NAC,GO_MF,cytokine binding,0.999361167742157,0.9999928389785339,46/5162
OUD_DLPFC_vs_NAC,GO_MF,cytokine receptor binding,0.9999928389785339,0.9999928389785339,67/5162
DLPFC_OUD_vs_Control,GO_CC,neuron spine,0.703883522654912,0.9999947162860467,3/261
DLPFC_OUD_vs_Control,GO_CC,stress fiber,0.8005593946438591,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,neuron projection cytoplasm,0.8005593946438591,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,main axon,0.8238942691022233,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,postsynapse,0.9285622722343457,0.9999947162860467,11/261
DLPFC_OUD_vs_Control,GO_CC,axon terminus,0.9514884511167276,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,asymmetric synapse,0.952821638761044,0.9999947162860467,4/261
DLPFC_OUD_vs_Control,GO_CC,glutamatergic synapse,0.9574849861067479,0.9999947162860467,7/261
DLPFC_OUD_vs_Control,GO_CC,neuron projection terminus,0.9666753344041095,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,presynapse,0.9700675518509871,0.9999947162860467,8/261
DLPFC_OUD_vs_Control,GO_CC,neuron to neuron synapse,0.9750706339122241,0.9999947162860467,4/261
DLPFC_OUD_vs_Control,GO_CC,neuronal cell body,0.9855915781943931,0.9999947162860467,5/261
DLPFC_OUD_vs_Control,GO_CC,axoneme,0.9861537461585981,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,dendrite,0.9927460554559915,0.9999947162860467,6/261
DLPFC_OUD_vs_Control,GO_CC,synapse,0.995139462116138,0.9999947162860467,21/261
DLPFC_OUD_vs_Control,GO_CC,axon,0.9955681364993241,0.9999947162860467,6/261
DLPFC_OUD_vs_Control,GO_CC,distal axon,0.998236820678036,0.9999947162860467,1/261
DLPFC_OUD_vs_Control,GO_CC,neuron projection,0.999866371459648,0.9999947162860467,12/261
Control_DLPFC_vs_NAC,GO_MF,L-glutamate transmembrane transporter activity,0.1780263987240097,0.999995756203279,8/5025
Control_DLPFC_vs_NAC,GO_MF,G protein-coupled glutamate receptor binding,0.2741347072782753,0.999995756203279,6/5025
Control_DLPFC_vs_NAC,GO_MF,toxic substance binding,0.3401563927562501,0.999995756203279,5/5025
Control_DLPFC_vs_NAC,GO_MF,opioid receptor binding,0.3401563927562501,0.999995756203279,5/5025
Control_DLPFC_vs_NAC,GO_MF,type 5 metabotropic glutamate receptor binding,0.3401563927562501,0.999995756203279,5/5025
Control_DLPFC_vs_NAC,GO_MF,neurotransmitter receptor activity,0.34266687668623796,0.999995756203279,51/5025
Control_DLPFC_vs_NAC,GO_MF,glutamate receptor binding,0.3432790558369697,0.999995756203279,24/5025
Control_DLPFC_vs_NAC,GO_MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,0.36048990792728314,0.999995756203279,28/5025
Control_DLPFC_vs_NAC,GO_MF,axon guidance receptor activity,0.4545878070854972,0.999995756203279,8/5025
Control_DLPFC_vs_NAC,GO_MF,structural constituent of postsynapse,0.5240596224585135,0.999995756203279,11/5025
Control_DLPFC_vs_NAC,GO_MF,structural constituent of synapse,0.5272174422098956,0.999995756203279,15/5025
Control_DLPFC_vs_NAC,GO_MF,postsynaptic neurotransmitter receptor activity,0.5705204985044654,0.999995756203279,34/5025
Control_DLPFC_vs_NAC,GO_MF,chemokine receptor binding,0.5743104254970424,0.999995756203279,14/5025
Control_DLPFC_vs_NAC,GO_MF,CCR chemokine receptor binding,0.5934303345417001,0.999995756203279,6/5025
Control_DLPFC_vs_NAC,GO_MF,glutamate-gated receptor activity,0.6375522974041259,0.999995756203279,9/5025
Control_DLPFC_vs_NAC,GO_MF,lipopolysaccharide immune receptor activity,0.6702648201461258,0.999995756203279,5/5025
Control_DLPFC_vs_NAC,GO_MF,neurotransmitter transmembrane transporter activity,0.6960958899534563,0.999995756203279,8/5025
Control_DLPFC_vs_NAC,GO_MF,chemokine binding,0.6980545121316317,0.999995756203279,15/5025
Control_DLPFC_vs_NAC,GO_MF,cytokine receptor activity,0.7189671365269086,0.999995756203279,44/5025
Control_DLPFC_vs_NAC,GO_MF,glutamate receptor activity,0.7190061240713597,0.999995756203279,11/5025
Control_DLPFC_vs_NAC,GO_MF,dopamine binding,0.7496854495599814,0.999995756203279,4/5025
Control_DLPFC_vs_NAC,GO_MF,ionotropic glutamate receptor binding,0.7658865788959042,0.999995756203279,10/5025
Control_DLPFC_vs_NAC,GO_MF,chemokine activity,0.810611660091999,0.999995756203279,9/5025
Control_DLPFC_vs_NAC,GO_MF,cytokine binding,0.8465511580636877,0.999995756203279,52/5025
Control_DLPFC_vs_NAC,GO_MF,complement binding,0.8897323028813336,0.999995756203279,7/5025
Control_DLPFC_vs_NAC,GO_MF,immune receptor activity,0.9043904117912676,0.999995756203279,58/5025
Control_DLPFC_vs_NAC,GO_MF,CXCR chemokine receptor binding,0.9085267083876926,0.999995756203279,4/5025
Control_DLPFC_vs_NAC,GO_MF,C-C chemokine binding,0.9112430927832114,0.999995756203279,9/5025
Control_DLPFC_vs_NAC,GO_MF,C-C chemokine receptor activity,0.9354130900710154,0.999995756203279,8/5025
Control_DLPFC_vs_NAC,GO_MF,cytokine activity,0.9464196545332628,0.999995756203279,70/5025
Control_DLPFC_vs_NAC,GO_MF,chemokine receptor activity,0.9466627378937672,0.999995756203279,10/5025
Control_DLPFC_vs_NAC,GO_MF,glutamate-gated calcium ion channel activity,0.9467030125304738,0.999995756203279,3/5025
Control_DLPFC_vs_NAC,GO_MF,neurotransmitter receptor regulator activity,0.9492273481756834,0.999995756203279,5/5025
Control_DLPFC_vs_NAC,GO_MF,G protein-coupled neurotransmitter receptor activity,0.970094274028363,0.999995756203279,4/5025
Control_DLPFC_vs_NAC,GO_MF,cytokine receptor binding,0.9707173061120405,0.999995756203279,75/5025
Control_DLPFC_vs_NAC,GO_MF,complement receptor activity,0.9974230426442878,0.999995756203279,4/5025
Pooled_OUD_vs_Control,Reactome,Phospholipid metabolism,0.9862318213584376,0.9999964013467268,2/267
Pooled_OUD_vs_Control,Reactome,Neurotransmitter receptors and postsynaptic signal transmission,0.9864970919351939,0.9999964013467268,3/267
Pooled_OUD_vs_Control,Reactome,Axon guidance,0.9886904967383949,0.9999964013467268,9/267
Pooled_OUD_vs_Control,Reactome,Transmission across Chemical Synapses,0.9986899317485064,0.9999964013467268,3/267
Pooled_OUD_vs_Control,Reactome,Metabolism of amino acids and derivatives,0.9996823604445841,0.9999964013467268,1/267
Pooled_OUD_vs_Control,Reactome,Metabolism,0.9999625197568762,0.9999964013467268,30/267
Pooled_OUD_vs_Control,Reactome,Neuronal System,0.9999964013467268,0.9999964013467268,3/267
Control_DLPFC_vs_NAC,WikiPathways,WP_VITAMIN_A_AND_CAROTENOID_METABOLISM,0.015417838650271755,0.999997399575947,27/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_DOPAMINERGIC_NEUROGENESIS,0.022547031883204945,0.999997399575947,17/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION,0.035308607112875014,0.999997399575947,69/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_NICOTINE_EFFECT_ON_DOPAMINERGIC_NEURONS,0.04409794283869423,0.999997399575947,14/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_IRON_METABOLISM_DISORDERS,0.08618814375174011,0.999997399575947,11/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,0.10774341947397265,0.999997399575947,10/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,0.123033749577891,0.999997399575947,27/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES,0.13467927434246568,0.999997399575947,9/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_RETINOL_METABOLISM,0.13467927434246568,0.999997399575947,9/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,0.18061898679946226,0.999997399575947,34/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,0.18279917573100402,0.999997399575947,29/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_AMINO_ACID_METABOLISM,0.18299303527361885,0.999997399575947,24/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ONECARBON_METABOLISM,0.19867710234523514,0.999997399575947,13/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS,0.2103881341245597,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_DISORDERS_OF_FRUCTOSE_METABOLISM,0.2103881341245597,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_NEUROTRANSMITTER_DISORDERS,0.2103881341245597,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,0.23454781704238198,0.999997399575947,12/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_POSTCOVID_NEUROINFLAMMATION,0.23454781704238198,0.999997399575947,12/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY,0.2629249190491348,0.999997399575947,6/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,0.2725015781599395,0.999997399575947,16/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.2759181027939732,0.999997399575947,11/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE,0.2759181027939732,0.999997399575947,11/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_OPIOID_RECEPTOR_PATHWAYS,0.29790681547484227,0.999997399575947,20/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5321,0.29790681547484227,0.999997399575947,20/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA,0.30902667811067314,0.999997399575947,42/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_OXIDATIVE_STRESS_RESPONSE,0.31094024082257066,0.999997399575947,15/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_COMPLEMENT_ACTIVATION,0.32329617669629757,0.999997399575947,10/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ALANINE_AND_ASPARTATE_METABOLISM,0.3285557957888814,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,0.3285557957888814,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM,0.3285557957888814,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_DOPAMINE_METABOLISM,0.3285557957888814,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_GABA_METABOLISM_AKA_GHB,0.3285557957888814,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,0.35331309242512393,0.999997399575947,14/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,0.3720924825173904,0.999997399575947,18/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5122,0.3720924825173904,0.999997399575947,18/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_AXON_GUIDANCE,0.40299962986139454,0.999997399575947,30/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,0.4125555507592334,0.999997399575947,63/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,0.43759184934428264,0.999997399575947,8/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ENERGY_METABOLISM,0.457092028112961,0.999997399575947,16/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PYRIMIDINE_METABOLISM,0.46212851306214586,0.999997399575947,20/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CHOLESTEROL_METABOLISM,0.47121479308938796,0.999997399575947,32/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR,0.5034546744277257,0.999997399575947,11/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS,0.5047514831533604,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,0.5047514831533604,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS,0.5413864445449614,0.999997399575947,22/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,0.5510530665703743,0.999997399575947,14/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,0.5510530665703743,0.999997399575947,14/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX,0.5601865462079202,0.999997399575947,10/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,0.5601865462079202,0.999997399575947,10/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_SPHINGOLIPID_METABOLISM_OVERVIEW,0.5601865462079202,0.999997399575947,10/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,0.5781456285965851,0.999997399575947,6/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ESTROGEN_METABOLISM_WP697,0.5781456285965851,0.999997399575947,6/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_GLYCOSPHINGOLIPID_METABOLISM,0.5781456285965851,0.999997399575947,6/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,0.619228029740633,0.999997399575947,9/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING,0.6321839970906394,0.999997399575947,16/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,0.6503404873113622,0.999997399575947,12/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS,0.6567101794876105,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_EICOSANOID_METABOLISM_VIA_CYTOCHROME_P450_MONOOXYGENASES_PATHWAY,0.6567101794876105,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ESTROGEN_METABOLISM_WP5276,0.6567101794876105,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION,0.6567101794876105,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_TAMOXIFEN_METABOLISM,0.6567101794876105,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,0.6795513740857948,0.999997399575947,8/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_TRYPTOPHAN_METABOLISM,0.6795513740857948,0.999997399575947,8/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_VITAMIN_B12_METABOLISM,0.7353492864005978,0.999997399575947,17/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_GLUCOSE_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,0.7384670709623412,0.999997399575947,4/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_GLYOXYLATE_METABOLISM,0.7384670709623412,0.999997399575947,4/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_NAD_METABOLISM,0.7384670709623412,0.999997399575947,4/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_NEUROINFLAMMATION,0.7384670709623412,0.999997399575947,4/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PURINE_METABOLISM,0.7384670709623412,0.999997399575947,4/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_IRON_METABOLISM_IN_PLACENTA,0.7398102014851323,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS,0.7398102014851323,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_COMPLEMENT_SYSTEM,0.7399662814285394,0.999997399575947,38/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_MELATONIN_METABOLISM_AND_EFFECTS,0.7492927854752329,0.999997399575947,10/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,0.7963524803387727,0.999997399575947,9/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE,0.7983280649262607,0.999997399575947,6/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_METABOLISM_OF_SPHINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS,0.7983280649262607,0.999997399575947,6/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,0.8089521093581511,0.999997399575947,35/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CHEMOKINE_SIGNALING,0.8101005120420153,0.999997399575947,56/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_OXIDATIVE_DAMAGE_RESPONSE,0.8426186968969053,0.999997399575947,17/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PHOSPHOINOSITIDES_METABOLISM,0.8426186968969053,0.999997399575947,17/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_GLUTATHIONE_METABOLISM,0.8531215567151722,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS,0.8531215567151722,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS,0.8531215567151722,0.999997399575947,5/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.8804141320835867,0.999997399575947,7/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,0.8859993749973056,0.999997399575947,82/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_ENTEROCYTE_CHOLESTEROL_METABOLISM,0.8934410360793751,0.999997399575947,15/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY,0.9019808539118035,0.999997399575947,4/2625
Control_DLPFC_vs_NAC,WikiPathways,WP_PTDINS45P2_IN_CYTOKINESIS_PATHWAY,0.9019808539118035,0.999997399575947,4/2625
