gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
A2M,0.003400298931938737,0.003400298931938737,0.5071170334536733,0.0017243495072204662,621.0,1548.0,384.0,0.9612475779736234,0.9033064566535408,0.9760610038127383,0.5658101569596914,0.5715228411082358,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CLDN11,-0.005721176364602362,0.005721176364602362,0.30110034901762556,0.0017226482001731613,222.0,5457.0,385.0,0.9861866366647916,0.6589786861678855,0.9759984999062441,-0.8824624461044055,0.3775267793227939,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FGD4,-0.004465733971716423,0.004465733971716423,0.3857129330312753,0.0017224913483681477,368.0,3486.0,386.0,0.9770610663166448,0.7821738858678667,0.97593599599975,-0.6831281538730364,0.4945258665990506,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ST3GAL1,0.0035265128178427313,0.0035265128178427313,0.48843869436217646,0.0017224853163985835,587.0,1772.0,387.0,0.9633727107944247,0.88930558159885,0.9758734920932558,0.5858499100849701,0.557976380465639,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SHC2,-0.0036513465799194707,0.0036513465799194707,0.471135100063764,0.0017202775362978424,545.0,2022.0,388.0,0.9659978748671791,0.8736796049753109,0.9758109881867617,-0.553822870519629,0.5797000746595771,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL117190.2,-0.005535546838006904,0.005535546838006904,0.31068385410578,0.0017198050262150486,245.0,5221.0,389.0,0.984749046815426,0.6737296081005063,0.9757484842802675,-0.8529889071265708,0.3936654558007626,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GPCPD1,-0.005126869531188518,0.005126869531188518,0.3353736562566908,0.0017194169798257193,293.0,4592.0,390.0,0.9817488593037065,0.7130445652853303,0.9756859803737734,-0.7881007034405366,0.43063780377268124,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ARHGAP42,-0.005557630808864025,0.005557630808864025,0.30880068409663036,0.0017162001957337202,240.0,5267.0,391.0,0.9850615663478968,0.6708544284017751,0.9756234764672792,-0.856495314688883,0.39172386332898346,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MCM3AP-AS1,-0.003290528207833506,0.003290528207833506,0.5213678350510683,0.0017155755678926268,665.0,1388.0,392.0,0.9584974060878805,0.9133070816926058,0.975560972560785,-0.49653352356799624,0.6195180413846177,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LRRFIP1,0.002985006337166027,0.002985006337166027,0.5745860893452213,0.0017151431179429305,786.0,915.0,393.0,0.9509344334020876,0.9428714294643415,0.9754984686542909,0.4998716034131186,0.6171654883264379,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
YAP1,0.0023335899553881393,0.0023335899553881393,0.7343849022077689,0.0017137532311807505,1140.0,217.0,394.0,0.9288080505031564,0.9864991561972624,0.9754359647477967,0.3964422273259182,0.6917788196018471,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EFEMP1,-0.004425439952968001,0.004425439952968001,0.38709837509211786,0.0017130806148616517,383.0,3449.0,395.0,0.9761235077192325,0.7844865304081505,0.9753734608413026,-0.6767304252684521,0.4985770086642287,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RWDD3,-0.002155820091324188,0.002155820091324188,0.7934787131392593,0.001710597351823677,1265.0,135.0,396.0,0.9209950621913869,0.9916244765297831,0.9753109569348084,-0.3163689532338443,0.7517224793966832,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NR6A1,0.003055058351782208,0.003055058351782208,0.5593999723699224,0.0017089995575754681,754.0,1038.0,397.0,0.9529345584099006,0.9351834489655604,0.9752484530283143,0.5109941916194949,0.609355123959318,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MAML2,-0.007929688447492138,0.007929688447492138,0.21503833119731644,0.0017051869706633483,115.0,8017.0,398.0,0.9928745546596662,0.49896868554284646,0.9751859491218201,-1.2331214611431438,0.21753045163854878,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SH3GL2,-0.0031933058985864015,0.0031933058985864015,0.5328527476628809,0.001701561822189849,704.0,1276.0,399.0,0.9560597537346084,0.9203075192199512,0.9751234452153259,-0.48109694096357913,0.6304476021103647,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TESK2,-0.005068223407747509,0.005068223407747509,0.33504692882365167,0.0016980926873579449,302.0,4603.0,400.0,0.9811863241452591,0.7123570223138946,0.9750609413088318,-0.7787890985636657,0.4361039604664576,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SNCAIP,-0.002450690161050455,0.002450690161050455,0.6928691166803285,0.0016980075271442005,1055.0,326.0,401.0,0.9341208825551597,0.9796862303893994,0.9749984374023376,-0.3631872835548278,0.7164649862770496,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
COLGALT2,-0.005731267756468742,0.005731267756468742,0.2962404184100552,0.0016978331581963585,220.0,5589.0,402.0,0.9863116444777799,0.6507281705106569,0.9749359334958435,-0.8840647183127625,0.37666127758970314,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NOTCH2,-0.003447608686972497,0.003447608686972497,0.49160994778063793,0.001694878726570623,607.0,1730.0,403.0,0.9621226326645416,0.8919307456716045,0.9748734295893493,-0.5214741551015213,0.602036505140946,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
H6PD,-0.0026107139371565097,0.0026107139371565097,0.6488093918576296,0.001693855721880753,961.0,498.0,404.0,0.9399962497656104,0.9689355584724045,0.9748109256828552,-0.3885952404081612,0.6975755882042329,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LERFS,-0.0036130294987667495,0.0036130294987667495,0.4687207394323335,0.0016935018582527842,559.0,2049.0,405.0,0.965122820176261,0.8719919994999688,0.974748421776361,-0.5477390324277894,0.5838711067406961,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ACSL1,-0.004184872651007076,0.004184872651007076,0.40453939172379116,0.0016929458366799317,434.0,3105.0,406.0,0.9729358084880305,0.8059878742421401,0.9746859178698669,-0.6385340785924737,0.5231260777095446,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEM156,-0.0017641951626231752,0.0017641951626231752,0.9545736669679139,0.0016840542456322595,1615.0,27.0,407.0,0.8991186949184324,0.9983748984311519,0.9746234139633727,-0.25418826025650504,0.799350119779207,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SYNM,-0.0026450668559913687,0.0026450668559913687,0.6344336710285249,0.0016781194755624827,939.0,574.0,408.0,0.9413713357084817,0.9641852615788487,0.9745609100568785,-0.39404966412432,0.6935443727291113,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GPR34,-0.002066358578736493,0.002066358578736493,0.811692865273348,0.0016772485154567872,1329.0,117.0,409.0,0.916994812175761,0.9927495468466779,0.9744984061503844,-0.3021645999360215,0.762526588809892,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MCUB,-0.0025950251914960503,0.0025950251914960503,0.6463134506781937,0.0016771996861126527,969.0,514.0,410.0,0.939496218513657,0.967935495968498,0.9744359022438902,-0.38610424199202775,0.6994194683332084,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AP000787.1,-0.0036201207543903073,0.0036201207543903073,0.46055203908587,0.001667253995171534,552.0,2169.0,411.0,0.9655603475217202,0.86449153072067,0.9743733983373961,-0.5488649545957547,0.5830981301564409,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PRKD1,-0.005862471514744653,0.005862471514744653,0.28414505939961704,0.0016657923167856825,204.0,5946.0,412.0,0.9873117069816864,0.6284142758922433,0.9743108944309019,-0.9048967440928577,0.36552009209331526,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDV3,-0.002225959211061597,0.002225959211061597,0.7444702401612013,0.0016571603884480654,1206.0,200.0,413.0,0.9246827926745421,0.987561722607663,0.9742483905244078,-0.3275053716548032,0.7432856807973565,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT2A,-0.003531866219003342,0.003531866219003342,0.46867343850711485,0.0016552918852074192,584.0,2051.0,414.0,0.9635602225139072,0.8718669916869805,0.9741858866179136,-0.5348522404742178,0.5927520358370388,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BNC2,-0.0039039702120801374,0.0039039702120801374,0.42384061721481364,0.0016546611442762923,490.0,2769.0,415.0,0.9694355897243577,0.8269891868241765,0.9741233827114195,-0.5939334747201989,0.5525566086686322,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATF4,-0.0023046182817913754,0.0023046182817913754,0.7157326349802119,0.0016494905154501097,1158.0,253.0,416.0,0.9276829801862616,0.9842490155634727,0.9740608788049253,-0.339994554974043,0.7338606284409794,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPS11,-0.0039059534103223085,0.0039059534103223085,0.42168743118819374,0.001647091459939579,488.0,2805.0,417.0,0.9695605975373461,0.824739046190387,0.9739983748984311,-0.5942483592741997,0.552346012435692,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANO10,-0.0032629241094495848,0.0032629241094495848,0.5040870952072936,0.0016447979362142864,676.0,1589.0,418.0,0.9578098631164448,0.9007437964872804,0.973935870991937,-0.49215065148623127,0.622612847404115,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ST8SIA6,0.0034295400100667556,0.0034295400100667556,0.47940941535375314,0.001644153771158408,611.0,1895.0,419.0,0.9618726170385649,0.8816176011000687,0.9738733670854428,0.5704529423600887,0.5683705302231474,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATF3,-0.002180345745952828,0.002180345745952828,0.753707188044781,0.0016433422611475063,1244.0,186.0,420.0,0.9223076442277642,0.9884367772985811,0.9738108631789487,-0.3202630419109622,0.7487689371197654,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NT5DC1,-0.005049319601347683,0.005049319601347683,0.32437387979535626,0.0016378673894158894,305.0,4874.0,421.0,0.9809988124257766,0.6954184636539784,0.9737483592724545,-0.7757876252260274,0.43787439175131393,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PTPN9,0.0036587105190686218,0.0036587105190686218,0.4470673928457958,0.001635690172937497,543.0,2366.0,422.0,0.9661228826801675,0.8521782611413213,0.9736858553659604,0.6068397502861612,0.5439572653892395,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TGFBR3,0.0023039210800021776,0.0023039210800021776,0.7082039423690631,0.001631645991764732,1159.0,270.0,423.0,0.9276204762797675,0.9831864491530721,0.9736233514594662,0.39173151792987293,0.6952565995570499,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC4A8,-0.00525780487158257,0.00525780487158257,0.3101598947797888,0.0016307602057427106,277.0,5229.0,424.0,0.982748921807613,0.673229576848553,0.973560847552972,-0.8088901108664917,0.41857835766741847,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C4orf19,0.0044181422402505355,0.0044181422402505355,0.3690618320141431,0.001630567669285933,385.0,3837.0,425.0,0.9759984999062441,0.760235014688418,0.9734983436464779,0.7274193846028436,0.46696908318689356,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CCDC88C,0.0023430952997495814,0.0023430952997495814,0.6957165376105903,0.0016301301492334269,1134.0,309.0,426.0,0.9291830739421214,0.9807487967998,0.9734358397399837,0.39795144917587344,0.6906659742782724,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KLRC2,0.002696131290287914,0.002696131290287914,0.6041628227951761,0.0016289022909667464,912.0,728.0,427.0,0.9430589411838239,0.9545596599787487,0.9733733358334896,0.4540051396557618,0.6498251275240432,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC00240,0.003757038401568173,0.003757038401568173,0.4334715060802031,0.0016285690943289148,520.0,2602.0,428.0,0.9675604725295331,0.8374273392087006,0.9733108319269954,0.622451871539771,0.5336447813094254,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CYBB,-0.0016704697866423716,0.0016704697866423716,0.9738631526860325,0.001626808972886304,1725.0,23.0,429.0,0.8922432652040753,0.9986249140571286,0.9732483280205013,-0.23930690720429068,0.8108676098193068,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
METTL2B,0.004362418272252153,0.004362418272252153,0.37274790396004903,0.0016260822671790086,396.0,3752.0,430.0,0.9753109569348084,0.7655478467404213,0.9731858241140071,0.7185717482762198,0.47240482575162135,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CTNNAL1,-0.0024062787473067082,0.0024062787473067082,0.6754912139063274,0.0016254201520152051,1081.0,393.0,431.0,0.9324957809863117,0.9754984686542909,0.973123320207513,-0.35613581088211194,0.7217388598402512,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NAMPT,-0.0031420174883793938,0.0031420174883793938,0.5162093165722239,0.0016219387003343023,725.0,1434.0,432.0,0.9547471716982311,0.9104319019938746,0.9730608163010188,-0.47295356536449273,0.6362463079046741,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C12orf40,-0.003912400374990327,0.003912400374990327,0.41372569540126647,0.0016186605658310487,487.0,2947.0,433.0,0.9696231014438402,0.8158634914682168,0.9729983123945246,-0.5952719834137239,0.551661680233523,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GAREM1,-0.005496719909195562,0.005496719909195562,0.2943777039094259,0.0016181117859022176,249.0,5642.0,434.0,0.9844990311894494,0.6474154634664666,0.9729358084880305,-0.8468241173934989,0.39709316339326417,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SOCS6,-0.0030071036627438235,0.0030071036627438235,0.5379595280227943,0.0016177000671252833,776.0,1227.0,435.0,0.9515594724670292,0.9233702106381649,0.9728733045815363,-0.45153246942438136,0.6516058288351088,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CYP51A1,-0.003791883347862994,0.003791883347862994,0.4249203021315385,0.0016112482178214929,514.0,2747.0,436.0,0.967935495968498,0.8283642727670479,0.9728108006750422,-0.5761367555128781,0.5645227493366924,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEM189,-0.002464934224186574,0.002464934224186574,0.652908959598521,0.0016093776397924436,1043.0,482.0,437.0,0.9348709294330896,0.969935620976311,0.972748296768548,-0.3654489008618636,0.71477634402261,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BMI1,-0.002320320032522576,0.002320320032522576,0.6924985034615387,0.0016068181500737129,1148.0,328.0,438.0,0.9283080192512032,0.979561222576411,0.9726857928620539,-0.34248761828505836,0.7319839604133818,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RCSD1,0.0019931065947491246,0.0019931065947491246,0.8052271883587461,0.0016049036193891125,1386.0,122.0,439.0,0.9134320895055941,0.9924370273142071,0.9726232889555597,0.3423815949192649,0.7320637375870178,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LEF1,0.0036299848404341257,0.0036299848404341257,0.44177866062547594,0.00160364984089777,549.0,2464.0,440.0,0.9657478592412025,0.8460528783048941,0.9725607850490656,0.6022787980258903,0.5469885714510034,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TRAF3,0.0032783293999816827,0.0032783293999816827,0.4888584059071727,0.0016026388845136635,672.0,1771.0,441.0,0.9580598787424214,0.8893680855053441,0.9724982811425714,0.5464443059543241,0.5847605615361049,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LIMK2,0.003289445368025359,0.003289445368025359,0.4870568411828062,0.0016021468701938448,667.0,1794.0,442.0,0.9583723982748922,0.8879304956559785,0.9724357772360772,0.5482092564092464,0.5835482269958532,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SNAP25-AS1,-0.004993478826261444,0.004993478826261444,0.32027362690826616,0.0015992795745763844,313.0,4973.0,443.0,0.9804987811738234,0.6892305769110569,0.9723732733295831,-0.7669214427213253,0.4431282238460095,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STARD13-AS,0.004238764128931335,0.004238764128931335,0.3756764368618771,0.0015924038046548623,426.0,3702.0,444.0,0.9734358397399837,0.7686730420651291,0.9723107694230889,0.6989384211876938,0.4845905150281311,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
XPOT,-0.001948142613088758,0.001948142613088758,0.8172947863820121,0.0015922068008060715,1422.0,108.0,445.0,0.9111819488718045,0.9933120820051253,0.9722482655165948,-0.2833947256858217,0.7768742710362531,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL13,-0.005438303782867763,0.005438303782867763,0.2924686545891567,0.0015905333906224561,255.0,5696.0,446.0,0.9841240077504844,0.6440402525157822,0.9721857616101006,-0.8375490305695764,0.4022840289753362,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DBI,-0.002651593215637213,0.002651593215637213,0.5997615267467469,0.001590323595321891,933.0,747.0,447.0,0.9417463591474468,0.9533720857553597,0.9721232577036065,-0.39508589429164875,0.6927794985789002,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LZTS2,-0.0030152907361712432,0.0030152907361712432,0.5270673003536314,0.001589261148095091,770.0,1332.0,448.0,0.9519344959059941,0.9168073004562786,0.9720607537971123,-0.4528323813091071,0.6506694446198757,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PODXL,0.003156073533823634,0.003156073533823634,0.503469191757191,0.0015889857912004465,717.0,1594.0,449.0,0.9552472029501844,0.9004312769548097,0.9719982498906181,0.5270329919108914,0.5981706779176372,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
