gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
RPS8,-0.0060196913271383,0.0060196913271383,0.2886633598562667,0.0017376643237893,194.0,5803.0,380.0,0.987936746046628,0.6373523345209076,0.9763110194387148,-0.9298594984221872,0.3524438354937929,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CNTN4,0.0037332015479862,0.0037332015479862,0.4651732005560667,0.0017365853123976,529.0,2095.0,381.0,0.9669979373710856,0.8691168198012376,0.9762485155322208,0.6186671480313822,0.5361356563301263,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL139351.3,0.0020361916008446,0.0020361916008446,0.8501600120035651,0.0017310886758156,1349.0,78.0,382.0,0.915744734045878,0.99518719919995,0.9761860116257266,0.3492224657107093,0.7269223014693635,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
QDPR,-0.0061046736122185,0.0061046736122185,0.2835060094465758,0.0017307116547738,188.0,5960.0,383.0,0.9883117694855929,0.6275392212013251,0.9761235077192324,-0.9433526572836888,0.3455005501883113,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
A2M,0.0034002989319387,0.0034002989319387,0.5071170334536733,0.0017243495072204,621.0,1548.0,384.0,0.9612475779736234,0.9033064566535408,0.9760610038127384,0.5658101569596914,0.5715228411082358,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CLDN11,-0.0057211763646023,0.0057211763646023,0.3011003490176255,0.0017226482001731,222.0,5457.0,385.0,0.9861866366647916,0.6589786861678855,0.975998499906244,-0.8824624461044055,0.3775267793227939,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FGD4,-0.0044657339717164,0.0044657339717164,0.3857129330312753,0.0017224913483681,368.0,3486.0,386.0,0.9770610663166448,0.7821738858678667,0.97593599599975,-0.6831281538730364,0.4945258665990506,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ST3GAL1,0.0035265128178427,0.0035265128178427,0.4884386943621764,0.0017224853163985,587.0,1772.0,387.0,0.9633727107944248,0.88930558159885,0.9758734920932558,0.5858499100849701,0.557976380465639,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SHC2,-0.0036513465799194,0.0036513465799194,0.471135100063764,0.0017202775362978,545.0,2022.0,388.0,0.9659978748671793,0.8736796049753109,0.9758109881867616,-0.553822870519629,0.5797000746595771,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL117190.2,-0.0055355468380069,0.0055355468380069,0.31068385410578,0.001719805026215,245.0,5221.0,389.0,0.984749046815426,0.6737296081005063,0.9757484842802676,-0.8529889071265708,0.3936654558007626,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GPCPD1,-0.0051268695311885,0.0051268695311885,0.3353736562566908,0.0017194169798257,293.0,4592.0,390.0,0.9817488593037064,0.7130445652853303,0.9756859803737734,-0.7881007034405366,0.4306378037726812,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ARHGAP42,-0.005557630808864,0.005557630808864,0.3088006840966303,0.0017162001957337,240.0,5267.0,391.0,0.9850615663478968,0.6708544284017751,0.9756234764672792,-0.856495314688883,0.3917238633289834,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MCM3AP-AS1,-0.0032905282078335,0.0032905282078335,0.5213678350510683,0.0017155755678926,665.0,1388.0,392.0,0.9584974060878804,0.9133070816926058,0.975560972560785,-0.4965335235679962,0.6195180413846177,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LRRFIP1,0.002985006337166,0.002985006337166,0.5745860893452213,0.0017151431179429,786.0,915.0,393.0,0.9509344334020876,0.9428714294643415,0.9754984686542908,0.4998716034131186,0.6171654883264379,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
YAP1,0.0023335899553881,0.0023335899553881,0.7343849022077689,0.0017137532311807,1140.0,217.0,394.0,0.9288080505031564,0.9864991561972624,0.9754359647477968,0.3964422273259182,0.6917788196018471,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EFEMP1,-0.004425439952968,0.004425439952968,0.3870983750921178,0.0017130806148616,383.0,3449.0,395.0,0.9761235077192324,0.7844865304081505,0.9753734608413026,-0.6767304252684521,0.4985770086642287,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RWDD3,-0.0021558200913241,0.0021558200913241,0.7934787131392593,0.0017105973518236,1265.0,135.0,396.0,0.9209950621913868,0.9916244765297832,0.9753109569348084,-0.3163689532338443,0.7517224793966832,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NR6A1,0.0030550583517822,0.0030550583517822,0.5593999723699224,0.0017089995575754,754.0,1038.0,397.0,0.9529345584099006,0.9351834489655604,0.9752484530283144,0.5109941916194949,0.609355123959318,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MAML2,-0.0079296884474921,0.0079296884474921,0.2150383311973164,0.0017051869706633,115.0,8017.0,398.0,0.9928745546596662,0.4989686855428464,0.97518594912182,-1.2331214611431438,0.2175304516385487,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SH3GL2,-0.0031933058985864,0.0031933058985864,0.5328527476628809,0.0017015618221898,704.0,1276.0,399.0,0.9560597537346084,0.9203075192199512,0.975123445215326,-0.4810969409635791,0.6304476021103647,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TESK2,-0.0050682234077475,0.0050682234077475,0.3350469288236516,0.0016980926873579,302.0,4603.0,400.0,0.9811863241452592,0.7123570223138946,0.9750609413088318,-0.7787890985636657,0.4361039604664576,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SNCAIP,-0.0024506901610504,0.0024506901610504,0.6928691166803285,0.0016980075271442,1055.0,326.0,401.0,0.9341208825551596,0.9796862303893994,0.9749984374023376,-0.3631872835548278,0.7164649862770496,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
COLGALT2,-0.0057312677564687,0.0057312677564687,0.2962404184100552,0.0016978331581963,220.0,5589.0,402.0,0.98631164447778,0.6507281705106569,0.9749359334958436,-0.8840647183127625,0.3766612775897031,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NOTCH2,-0.0034476086869724,0.0034476086869724,0.4916099477806379,0.0016948787265706,607.0,1730.0,403.0,0.9621226326645416,0.8919307456716045,0.9748734295893492,-0.5214741551015213,0.602036505140946,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
H6PD,-0.0026107139371565,0.0026107139371565,0.6488093918576296,0.0016938557218807,961.0,498.0,404.0,0.9399962497656104,0.9689355584724044,0.9748109256828552,-0.3885952404081612,0.6975755882042329,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LERFS,-0.0036130294987667,0.0036130294987667,0.4687207394323335,0.0016935018582527,559.0,2049.0,405.0,0.965122820176261,0.8719919994999688,0.974748421776361,-0.5477390324277894,0.5838711067406961,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ACSL1,-0.004184872651007,0.004184872651007,0.4045393917237911,0.0016929458366799,434.0,3105.0,406.0,0.9729358084880304,0.8059878742421401,0.9746859178698668,-0.6385340785924737,0.5231260777095446,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEM156,-0.0017641951626231,0.0017641951626231,0.954573666967914,0.0016840542456322,1615.0,27.0,407.0,0.8991186949184324,0.998374898431152,0.9746234139633728,-0.254188260256505,0.799350119779207,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SYNM,-0.0026450668559913,0.0026450668559913,0.6344336710285249,0.0016781194755624,939.0,574.0,408.0,0.9413713357084816,0.9641852615788488,0.9745609100568784,-0.39404966412432,0.6935443727291113,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GPR34,-0.0020663585787364,0.0020663585787364,0.811692865273348,0.0016772485154567,1329.0,117.0,409.0,0.916994812175761,0.992749546846678,0.9744984061503844,-0.3021645999360215,0.762526588809892,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MCUB,-0.002595025191496,0.002595025191496,0.6463134506781937,0.0016771996861126,969.0,514.0,410.0,0.939496218513657,0.967935495968498,0.9744359022438902,-0.3861042419920277,0.6994194683332084,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AP000787.1,-0.0036201207543903,0.0036201207543903,0.46055203908587,0.0016672539951715,552.0,2169.0,411.0,0.9655603475217202,0.86449153072067,0.974373398337396,-0.5488649545957547,0.5830981301564409,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PRKD1,-0.0058624715147446,0.0058624715147446,0.284145059399617,0.0016657923167856,204.0,5946.0,412.0,0.9873117069816864,0.6284142758922433,0.974310894430902,-0.9048967440928576,0.3655200920933152,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDV3,-0.0022259592110615,0.0022259592110615,0.7444702401612013,0.001657160388448,1206.0,200.0,413.0,0.924682792674542,0.987561722607663,0.9742483905244078,-0.3275053716548032,0.7432856807973565,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT2A,-0.0035318662190033,0.0035318662190033,0.4686734385071148,0.0016552918852074,584.0,2051.0,414.0,0.9635602225139072,0.8718669916869805,0.9741858866179136,-0.5348522404742178,0.5927520358370388,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BNC2,-0.0039039702120801,0.0039039702120801,0.4238406172148136,0.0016546611442762,490.0,2769.0,415.0,0.9694355897243576,0.8269891868241765,0.9741233827114196,-0.5939334747201989,0.5525566086686322,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATF4,-0.0023046182817913,0.0023046182817913,0.7157326349802119,0.0016494905154501,1158.0,253.0,416.0,0.9276829801862616,0.9842490155634728,0.9740608788049252,-0.339994554974043,0.7338606284409794,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPS11,-0.0039059534103223,0.0039059534103223,0.4216874311881937,0.0016470914599395,488.0,2805.0,417.0,0.969560597537346,0.824739046190387,0.9739983748984312,-0.5942483592741997,0.552346012435692,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANO10,-0.0032629241094495,0.0032629241094495,0.5040870952072936,0.0016447979362142,676.0,1589.0,418.0,0.9578098631164448,0.9007437964872804,0.973935870991937,-0.4921506514862312,0.622612847404115,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ST8SIA6,0.0034295400100667,0.0034295400100667,0.4794094153537531,0.0016441537711584,611.0,1895.0,419.0,0.9618726170385647,0.8816176011000687,0.9738733670854428,0.5704529423600887,0.5683705302231474,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATF3,-0.0021803457459528,0.0021803457459528,0.753707188044781,0.0016433422611475,1244.0,186.0,420.0,0.9223076442277642,0.9884367772985811,0.9738108631789488,-0.3202630419109622,0.7487689371197654,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NT5DC1,-0.0050493196013476,0.0050493196013476,0.3243738797953562,0.0016378673894158,305.0,4874.0,421.0,0.9809988124257766,0.6954184636539784,0.9737483592724544,-0.7757876252260274,0.4378743917513139,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PTPN9,0.0036587105190686,0.0036587105190686,0.4470673928457958,0.0016356901729374,543.0,2366.0,422.0,0.9661228826801675,0.8521782611413213,0.9736858553659604,0.6068397502861612,0.5439572653892395,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TGFBR3,0.0023039210800021,0.0023039210800021,0.7082039423690631,0.0016316459917647,1159.0,270.0,423.0,0.9276204762797676,0.983186449153072,0.9736233514594662,0.3917315179298729,0.6952565995570499,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC4A8,-0.0052578048715825,0.0052578048715825,0.3101598947797888,0.0016307602057427,277.0,5229.0,424.0,0.982748921807613,0.673229576848553,0.973560847552972,-0.8088901108664917,0.4185783576674184,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C4orf19,0.0044181422402505,0.0044181422402505,0.3690618320141431,0.0016305676692859,385.0,3837.0,425.0,0.975998499906244,0.760235014688418,0.973498343646478,0.7274193846028436,0.4669690831868935,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CCDC88C,0.0023430952997495,0.0023430952997495,0.6957165376105903,0.0016301301492334,1134.0,309.0,426.0,0.9291830739421214,0.9807487967998,0.9734358397399836,0.3979514491758734,0.6906659742782724,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KLRC2,0.0026961312902879,0.0026961312902879,0.6041628227951761,0.0016289022909667,912.0,728.0,427.0,0.943058941183824,0.9545596599787488,0.9733733358334896,0.4540051396557618,0.6498251275240432,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC00240,0.0037570384015681,0.0037570384015681,0.4334715060802031,0.0016285690943289,520.0,2602.0,428.0,0.9675604725295333,0.8374273392087006,0.9733108319269954,0.622451871539771,0.5336447813094254,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CYBB,-0.0016704697866423,0.0016704697866423,0.9738631526860324,0.0016268089728863,1725.0,23.0,429.0,0.8922432652040753,0.9986249140571286,0.9732483280205012,-0.2393069072042906,0.8108676098193068,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
METTL2B,0.0043624182722521,0.0043624182722521,0.372747903960049,0.001626082267179,396.0,3752.0,430.0,0.9753109569348084,0.7655478467404213,0.9731858241140072,0.7185717482762198,0.4724048257516213,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CTNNAL1,-0.0024062787473067,0.0024062787473067,0.6754912139063274,0.0016254201520152,1081.0,393.0,431.0,0.9324957809863116,0.9754984686542908,0.973123320207513,-0.3561358108821119,0.7217388598402512,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NAMPT,-0.0031420174883793,0.0031420174883793,0.5162093165722239,0.0016219387003343,725.0,1434.0,432.0,0.9547471716982312,0.9104319019938746,0.9730608163010188,-0.4729535653644927,0.6362463079046741,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C12orf40,-0.0039124003749903,0.0039124003749903,0.4137256954012664,0.001618660565831,487.0,2947.0,433.0,0.9696231014438402,0.8158634914682168,0.9729983123945246,-0.5952719834137239,0.551661680233523,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GAREM1,-0.0054967199091955,0.0054967199091955,0.2943777039094259,0.0016181117859022,249.0,5642.0,434.0,0.9844990311894494,0.6474154634664666,0.9729358084880304,-0.8468241173934989,0.3970931633932641,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SOCS6,-0.0030071036627438,0.0030071036627438,0.5379595280227943,0.0016177000671252,776.0,1227.0,435.0,0.9515594724670292,0.9233702106381648,0.9728733045815364,-0.4515324694243813,0.6516058288351088,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CYP51A1,-0.0037918833478629,0.0037918833478629,0.4249203021315385,0.0016112482178214,514.0,2747.0,436.0,0.967935495968498,0.8283642727670479,0.9728108006750422,-0.5761367555128781,0.5645227493366924,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEM189,-0.0024649342241865,0.0024649342241865,0.652908959598521,0.0016093776397924,1043.0,482.0,437.0,0.9348709294330896,0.969935620976311,0.972748296768548,-0.3654489008618636,0.71477634402261,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BMI1,-0.0023203200325225,0.0023203200325225,0.6924985034615387,0.0016068181500737,1148.0,328.0,438.0,0.9283080192512032,0.979561222576411,0.972685792862054,-0.3424876182850583,0.7319839604133818,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RCSD1,0.0019931065947491,0.0019931065947491,0.8052271883587461,0.0016049036193891,1386.0,122.0,439.0,0.913432089505594,0.9924370273142072,0.9726232889555596,0.3423815949192649,0.7320637375870178,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LEF1,0.0036299848404341,0.0036299848404341,0.4417786606254759,0.0016036498408977,549.0,2464.0,440.0,0.9657478592412024,0.8460528783048941,0.9725607850490656,0.6022787980258903,0.5469885714510034,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TRAF3,0.0032783293999816,0.0032783293999816,0.4888584059071727,0.0016026388845136,672.0,1771.0,441.0,0.9580598787424214,0.8893680855053441,0.9724982811425714,0.5464443059543241,0.5847605615361049,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LIMK2,0.0032894453680253,0.0032894453680253,0.4870568411828062,0.0016021468701938,667.0,1794.0,442.0,0.9583723982748922,0.8879304956559785,0.9724357772360772,0.5482092564092464,0.5835482269958532,0.9999999507392006,True,False,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SNAP25-AS1,-0.0049934788262614,0.0049934788262614,0.3202736269082661,0.0015992795745763,313.0,4973.0,443.0,0.9804987811738234,0.6892305769110569,0.9723732733295832,-0.7669214427213253,0.4431282238460095,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STARD13-AS,0.0042387641289313,0.0042387641289313,0.3756764368618771,0.0015924038046548,426.0,3702.0,444.0,0.9734358397399836,0.7686730420651291,0.9723107694230888,0.6989384211876938,0.4845905150281311,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
XPOT,-0.0019481426130887,0.0019481426130887,0.8172947863820121,0.001592206800806,1422.0,108.0,445.0,0.9111819488718044,0.9933120820051252,0.9722482655165948,-0.2833947256858217,0.7768742710362531,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL13,-0.0054383037828677,0.0054383037828677,0.2924686545891567,0.0015905333906224,255.0,5696.0,446.0,0.9841240077504844,0.6440402525157822,0.9721857616101006,-0.8375490305695764,0.4022840289753362,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
