Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
OUD_vs_Control_Female,GO_BP,mucosal immune response,0.6981858757755017,0.9183130196115064,2/2058
OUD_vs_Control_Female,GO_BP,regulation of dopamine metabolic process,0.6981858757755017,0.9183130196115064,2/2058
OUD_vs_Control_Female,GO_BP,dopamine uptake,0.6981858757755017,0.9183130196115064,2/2058
OUD_vs_Control_Female,WikiPathways,WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,0.5253242660020844,0.9189745645467273,3/1231
OUD_vs_Control_Female,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN,0.6890452863905674,0.9202381127452972,24/2332
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of neuron apoptotic process,0.6444742149304332,0.92261239126542,7/1775
OUD_Effect_Male_vs_Female,GO_BP,stress-activated protein kinase signaling cascade,0.6453112521731452,0.92261239126542,6/1775
OUD_Effect_Male_vs_Female,GO_BP,macrophage activation involved in immune response,0.6455327421491944,0.92261239126542,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of tolerance induction,0.6455327421491944,0.92261239126542,2/1775
OUD_Effect_Male_vs_Female,GO_BP,axonal transport of mitochondrion,0.6455327421491944,0.92261239126542,2/1775
OUD_Effect_Male_vs_Female,GO_BP,cellular response to fluid shear stress,0.6455327421491944,0.92261239126542,2/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of neuron migration,0.6455327421491944,0.92261239126542,2/1775
OUD_vs_Control_Female,GO_BP,positive regulation of dendrite morphogenesis,0.7037337928565357,0.9226456169549458,4/2058
OUD_vs_Control_Female,WikiPathways,WP_AMINO_ACID_METABOLISM,0.5392407287751704,0.925481300112929,13/1231
OUD_vs_Control_Female,WikiPathways,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,0.5460390019614324,0.9261927375042017,12/1231
OUD_Effect_Male_vs_Female,GO_BP,leukocyte activation involved in immune response,0.6501799425851783,0.9268516354006019,32/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of stress-activated MAPK cascade,0.6514247005898188,0.9268516354006019,4/1775
OUD_Effect_Male_vs_Female,KEGG,Amino sugar and nucleotide sugar metabolism,0.525338213077693,0.9275502824653017,5/889
OUD_Effect_Male_vs_Female,KEGG,Linoleic acid metabolism,0.5318347477740493,0.9293401004917665,3/889
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON,0.7667170967408933,0.9308554600489641,1/2057
OUD_vs_Control_Female,DO,autoimmune disease of central nervous system,0.8157351704596183,0.931421249179346,1/1094
OUD_vs_Control_Female,DO,autosomal dominant distal hereditary motor neuronopathy,0.8157351704596183,0.931421249179346,1/1094
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_DN,0.6925741361466744,0.9331363914011608,21/2013
OUD_Effect_Male_vs_Female,KEGG,Phenylalanine metabolism,0.538297491550622,0.933812509993036,2/889
OUD_Effect_Male_vs_Female,KEGG,Serotonergic synapse,0.5616507805226271,0.933812509993036,13/889
OUD_Effect_Male_vs_Female,KEGG,Metabolism of xenobiotics by cytochrome P450,0.5669467458850628,0.933812509993036,6/889
OUD_Effect_Male_vs_Female,KEGG,Purine metabolism,0.5713657191373053,0.933812509993036,15/889
OUD_Effect_Male_vs_Female,KEGG,Viral protein interaction with cytokine and cytokine receptor,0.5728795039123766,0.933812509993036,9/889
OUD_Effect_Male_vs_Female,GO_BP,tolerance induction,0.6592277121499103,0.9339579421173301,3/1775
OUD_vs_Control_Female,KEGG,Drug metabolism - other enzymes,0.6485006341624705,0.9342805746408472,8/1075
OUD_vs_Control_Female,GO_BP,stress-activated MAPK cascade,0.7171856136507535,0.9373070551163197,6/2058
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS,0.7761350563058471,0.9374939819895016,3/2057
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of neuron projection development,0.6664006494082765,0.9378562298274196,17/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of T-helper 17 type immune response,0.6751837962488398,0.9378562298274196,2/1775
OUD_vs_Control_Female,DO,calcium metabolism disease,0.8410163770145713,0.9391424670414278,2/1094
OUD_Effect_Male_vs_Female,DO,autoimmune hepatitis,0.7312824868881016,0.9425636132781332,2/920
OUD_Effect_Male_vs_Female,KEGG,Tyrosine metabolism,0.5811227278887587,0.9425866256186086,4/889
OUD_Effect_Male_vs_Female,KEGG,Arginine and proline metabolism,0.5879736911887551,0.9434247057799984,6/889
OUD_Effect_Male_vs_Female,GO_BP,cell activation involved in immune response,0.6814955664635013,0.94403623266736,32/1775
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_DN,0.7094009390677593,0.944282351748449,19/2013
OUD_Effect_Male_vs_Female,GO_BP,cytokinetic process,0.6849400357752187,0.9452647781513025,5/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of stress-activated protein kinase signaling cascade,0.6926921636255674,0.9452647781513025,4/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of production of molecular mediator of immune response,0.6965250491421091,0.9452647781513025,14/1775
OUD_Effect_Male_vs_Female,GO_BP,mature B cell differentiation involved in immune response,0.7054341383209192,0.9452647781513025,3/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of dendritic cell cytokine production,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of natural killer cell mediated immune response to tumor cell,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,activation-induced cell death of T cells,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,ventral spinal cord interneuron differentiation,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,olfactory bulb interneuron differentiation,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of axon regeneration,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of axon extension involved in axon guidance,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of neuron projection regeneration,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of response to oxidative stress,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron projection maintenance,0.7158618789043212,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,programmed necrotic cell death,0.7197171792408616,0.9452647781513025,5/1775
OUD_Effect_Male_vs_Female,GO_BP,"complement activation, classical pathway",0.7266677046262628,0.9452647781513025,3/1775
OUD_Effect_Male_vs_Female,GO_BP,axonal fasciculation,0.7283985930342364,0.9452647781513025,2/1775
OUD_Effect_Male_vs_Female,GO_BP,motor neuron apoptotic process,0.7283985930342364,0.9452647781513025,2/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron projection fasciculation,0.7283985930342364,0.9452647781513025,2/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of immunoglobulin mediated immune response,0.7303520331554696,0.9452647781513025,4/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of cytokine-mediated signaling pathway,0.7307600677856456,0.9452647781513025,8/1775
OUD_Effect_Male_vs_Female,GO_BP,lymphocyte activation involved in immune response,0.7347459769590043,0.9452647781513025,22/1775
OUD_Effect_Male_vs_Female,GO_BP,stress-activated MAPK cascade,0.7360435862166509,0.9452647781513025,5/1775
OUD_Effect_Male_vs_Female,GO_BP,sperm axoneme assembly,0.7466817653356216,0.9452647781513025,3/1775
OUD_Effect_Male_vs_Female,GO_BP,antimicrobial humoral immune response mediated by antimicrobial peptide,0.7493078175553807,0.9452647781513025,7/1775
OUD_Effect_Male_vs_Female,GO_BP,natural killer cell mediated immune response to tumor cell,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of tolerance induction,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,cerebral cortex GABAergic interneuron differentiation,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of stress granule assembly,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,chemokine (C-C motif) ligand 5 production,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of chemokine (C-C motif) ligand 5 production,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,"neurotransmitter receptor transport, endosome to postsynaptic membrane",0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,"neurotransmitter receptor transport, endosome to plasma membrane",0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of motor neuron apoptotic process,0.749469206481107,0.9452647781513025,1/1775
OUD_Effect_Male_vs_Female,GO_BP,somatic recombination of immunoglobulin genes involved in immune response,0.751664250629147,0.9452647781513025,5/1775
OUD_Effect_Male_vs_Female,GO_BP,somatic diversification of immunoglobulins involved in immune response,0.751664250629147,0.9452647781513025,5/1775
OUD_vs_Control_Female,GO_BP,regulation of tolerance induction,0.728397809024534,0.9457343677388909,2/2058
OUD_Effect_Male_vs_Female,WikiPathways,WP_TRYPTOPHAN_METABOLISM,0.6126530581158824,0.9467690011410317,4/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_AMINO_ACID_METABOLISM,0.6197378761455316,0.9467690011410317,10/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_COMPLEMENT_AND_COAGULATION_CASCADES,0.6237483210584392,0.9467690011410317,7/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES,0.6237483210584392,0.9467690011410317,7/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING,0.6309820345127024,0.9467690011410317,5/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_NAD_METABOLISM,0.6349086063781808,0.9467690011410317,2/1002
OUD_vs_Control_Female,Reactome,Vitamin B5 (pantothenate) metabolism,0.3025533302376636,0.947625324997985,4/1379
OUD_vs_Control_Female,Reactome,STING mediated induction of host immune responses,0.3098175232645972,0.947625324997985,3/1379
OUD_vs_Control_Female,Reactome,Defects in cobalamin (B12) metabolism,0.3098175232645972,0.947625324997985,3/1379
OUD_vs_Control_Female,Reactome,Na+/Cl- dependent neurotransmitter transporters,0.3098175232645972,0.947625324997985,3/1379
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of type 2 immune response,0.7791034966647696,0.9524226285497972,1/1775
OUD_Effect_Male_vs_Female,GO_BP,dopamine biosynthetic process,0.7791034966647696,0.9524226285497972,1/1775
OUD_Effect_Male_vs_Female,GO_BP,neuronal ion channel clustering,0.7791034966647696,0.9524226285497972,1/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of cellular response to osmotic stress,0.7791034966647696,0.9524226285497972,1/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of response to cytokine stimulus,0.779741672041723,0.9524226285497972,8/1775
OUD_Effect_Male_vs_Female,GO_BP,cytoskeleton-dependent cytokinesis,0.7820342148919002,0.9524226285497972,12/1775
OUD_Effect_Male_vs_Female,GO_BP,stress granule assembly,0.7831742036916584,0.9524226285497972,3/1775
OUD_Effect_Male_vs_Female,WikiPathways,WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,0.6425572420155424,0.9524554953817186,7/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.6485701379187183,0.9524554953817186,3/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,0.6485701379187183,0.9524554953817186,3/1002
OUD_Effect_Male_vs_Female,KEGG,Platinum drug resistance,0.6126485929771097,0.9557431654749049,8/889
OUD_Effect_Male_vs_Female,KEGG,Glycerolipid metabolism,0.6197012030994233,0.9557431654749049,7/889
OUD_Effect_Male_vs_Female,WikiPathways,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,0.6536700853500519,0.9557983753390608,9/1002
OUD_Effect_Male_vs_Female,Reactome,Opioid Signalling,0.19449580892277543,0.9581683161981545,14/1194
OUD_vs_Control_Female,C7_Immunologic,GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_UP,0.737232377086017,0.9596035642968407,24/2332
OUD_vs_Control_Female,KEGG,Glyoxylate and dicarboxylate metabolism,0.686082033964508,0.959950170979147,4/1075
OUD_Effect_Male_vs_Female,GO_BP,immunoglobulin production involved in immunoglobulin-mediated immune response,0.7943654387646439,0.9599568642174127,5/1775
OUD_Effect_Male_vs_Female,GO_BP,somatic diversification of immune receptors,0.7983498175766324,0.9599568642174127,7/1775
OUD_Effect_Male_vs_Female,GO_BP,complement receptor mediated signaling pathway,0.8052342059896633,0.9599568642174127,1/1775
OUD_Effect_Male_vs_Female,GO_BP,cellular response to salt stress,0.8052342059896633,0.9599568642174127,1/1775
OUD_Effect_Male_vs_Female,GO_BP,cytokinesis,0.8080684670616106,0.9611082320343023,18/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron fate specification,0.8128026461153224,0.9611082320343023,2/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of macrophage cytokine production,0.8128026461153224,0.9611082320343023,2/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of cytokine production involved in inflammatory response,0.8128026461153224,0.9611082320343023,2/1775
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,0.8164882220507101,0.962839884493762,2/2057
OUD_Effect_Male_vs_Female,KEGG,Nitrogen metabolism,0.6468485192589506,0.9634367052795662,2/889
OUD_vs_Control_Female,WikiPathways,WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING,0.5804770119224101,0.9639901450789846,6/1231
OUD_vs_Control_Female,WikiPathways,WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,0.5935204955446665,0.9639901450789846,2/1231
OUD_vs_Control_Female,WikiPathways,WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING,0.5935204955446665,0.9639901450789846,2/1231
OUD_vs_Control_Female,WikiPathways,WP_PURINE_METABOLISM,0.5935204955446665,0.9639901450789846,2/1231
OUD_vs_Control_Female,WikiPathways,WP_MELATONIN_METABOLISM_AND_EFFECTS,0.5956595821831338,0.9639901450789846,5/1231
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP,0.7447325696293036,0.9642085534013085,20/2013
OUD_vs_Control_Female,C8_CellType,DESCARTES_MAIN_FETAL_VISCERAL_NEURONS,0.9083518055981372,0.9646440301704161,5/2407
OUD_Effect_Male_vs_Female,Reactome,Chemokine receptors bind chemokines,0.20305774834920617,0.9648518171560668,7/1194
OUD_Effect_Male_vs_Female,WikiPathways,WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,0.6684238873013392,0.966929426715826,2/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_LIPID_METABOLISM_IN_SENESCENT_CELLS,0.6684238873013392,0.966929426715826,2/1002
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP,0.7535060026129333,0.9670920033535857,19/2013
OUD_vs_Control_Female,DO,post-traumatic stress disorder,0.9063947112232524,0.9671473281479164,1/1094
OUD_Effect_Male_vs_Female,GO_BP,somatic diversification of immune receptors via germline recombination within a single locus,0.8400860733477392,0.9673608393750722,6/1775
OUD_Effect_Male_vs_Female,GO_BP,G protein-coupled glutamate receptor signaling pathway,0.8485920345407538,0.9673608393750722,1/1775
OUD_Effect_Male_vs_Female,GO_BP,calcium ion-regulated exocytosis of neurotransmitter,0.8485920345407538,0.9673608393750722,1/1775
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter receptor transport to postsynaptic membrane,0.8485920345407538,0.9673608393750722,1/1775
OUD_vs_Control_Female,GO_BP,tolerance induction,0.7586160970965202,0.9675523238001547,3/2058
OUD_vs_Control_Female,GO_BP,negative regulation of stress fiber assembly,0.7586160970965202,0.9675523238001547,3/2058
OUD_vs_Control_Female,GO_BP,regulation of protein localization to synapse,0.7586160970965202,0.9675523238001547,3/2058
OUD_vs_Control_Female,GO_BP,regulation of stress-activated MAPK cascade,0.7657585365565172,0.9675523238001547,4/2058
OUD_vs_Control_Female,GO_BP,activation-induced cell death of T cells,0.7710839085626385,0.9675523238001547,1/2058
OUD_vs_Control_Female,GO_BP,neuron projection maintenance,0.7710839085626385,0.9675523238001547,1/2058
OUD_Effect_Male_vs_Female,DO,neuronal ceroid lipofuscinosis,0.8572468389777448,0.9691349308858279,2/920
OUD_vs_Control_Female,KEGG,Autoimmune thyroid disease,0.7018058346135323,0.9699755437748007,5/1075
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP,0.761103087187685,0.9703797842583664,20/2013
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of stress fiber assembly,0.8598506583435298,0.9717811163387372,2/1775
OUD_Effect_Male_vs_Female,GO_BP,axonemal dynein complex assembly,0.8598506583435298,0.9717811163387372,2/1775
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter receptor transport to plasma membrane,0.866506255224007,0.9717811163387372,1/1775
OUD_Effect_Male_vs_Female,DO,nicotine dependence,0.8675403086390263,0.9718642511027479,3/920
OUD_Effect_Male_vs_Female,DO,mineral metabolism disease,0.8720431146053792,0.9718642511027479,2/920
OUD_Effect_Male_vs_Female,KEGG,Cobalamin transport and metabolism,0.6782333436242218,0.9724412658163877,2/889
OUD_Effect_Male_vs_Female,KEGG,Nucleotide metabolism,0.6851150535082156,0.9724412658163877,9/889
OUD_Effect_Male_vs_Female,KEGG,Porphyrin metabolism,0.6990365528369973,0.9724412658163877,3/889
OUD_Effect_Male_vs_Female,KEGG,Pyrimidine metabolism,0.7018283013845148,0.9724412658163877,6/889
OUD_Effect_Male_vs_Female,KEGG,Carbon metabolism,0.7146915278296846,0.9724412658163877,12/889
OUD_Effect_Male_vs_Female,KEGG,Glutathione metabolism,0.71727761084676,0.9724412658163877,5/889
OUD_Effect_Male_vs_Female,KEGG,Drug metabolism - other enzymes,0.7346553547740607,0.9724412658163877,6/889
OUD_Effect_Male_vs_Female,KEGG,Cytokine-cytokine receptor interaction,0.7348416124977775,0.9724412658163877,26/889
OUD_Effect_Male_vs_Female,KEGG,Glyoxylate and dicarboxylate metabolism,0.7435388648786458,0.9724412658163877,3/889
OUD_Effect_Male_vs_Female,KEGG,Apoptosis - multiple species,0.7435388648786458,0.9724412658163877,3/889
OUD_vs_Control_Female,GO_MF,structural constituent of postsynapse,0.4893738947677809,0.9734987871920462,3/2121
OUD_vs_Control_Female,GO_BP,organ or tissue specific immune response,0.7811453756618336,0.9742317867602202,2/2058
OUD_vs_Control_Female,Hallmark,HALLMARK_FATTY_ACID_METABOLISM,0.6639438248257061,0.975653047345619,24/703
OUD_vs_Control_Female,KEGG,Choline metabolism in cancer,0.7120985273327354,0.9762641100529436,13/1075
OUD_Effect_Male_vs_Female,GO_BP,mucosal immune response,0.8823019619753827,0.9763797735154479,1/1775
OUD_Effect_Male_vs_Female,GO_BP,antifungal innate immune response,0.8823019619753827,0.9763797735154479,1/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of programmed necrotic cell death,0.8823019619753827,0.9763797735154479,1/1775
OUD_Effect_Male_vs_Female,GO_BP,dopamine uptake,0.8823019619753827,0.9763797735154479,1/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of dendrite development,0.8823019619753827,0.9763797735154479,1/1775
OUD_vs_Control_Female,GO_BP,regulation of stress-activated protein kinase signaling cascade,0.8011443315636617,0.9766900205217774,4/2058
OUD_vs_Control_Female,GO_BP,negative regulation of motor neuron apoptotic process,0.8024765464101823,0.9766900205217774,1/2058
OUD_Effect_Male_vs_Female,GO_BP,axoneme assembly,0.888774248248987,0.9804841444441312,7/1775
OUD_vs_Control_Female,Reactome,Pyruvate metabolism,0.3313187557669169,0.9810696934984446,8/1379
OUD_vs_Control_Female,Reactome,Metabolism of vitamins and cofactors,0.3321182332563913,0.9810696934984446,29/1379
OUD_Effect_Male_vs_Female,GO_BP,neutrophil activation involved in immune response,0.896229563141629,0.9818400675328112,1/1775
OUD_Effect_Male_vs_Female,GO_BP,natural killer cell activation involved in immune response,0.896229563141629,0.9818400675328112,1/1775
OUD_Effect_Male_vs_Female,KEGG,Cortisol synthesis and secretion,0.7648342301834453,0.9821166819401059,6/889
OUD_Effect_Male_vs_Female,GO_MF,structural constituent of postsynapse,0.6700325609961748,0.9834290389099376,2/1824
OUD_Effect_Male_vs_Female,GO_MF,complement receptor activity,0.712378249437175,0.9834290389099376,1/1824
OUD_Effect_Male_vs_Female,GO_MF,toxic substance binding,0.712378249437175,0.9834290389099376,1/1824
OUD_Effect_Male_vs_Female,GO_MF,axon guidance receptor activity,0.7460878216935904,0.9834290389099376,1/1824
OUD_Effect_Male_vs_Female,Reactome,"Sensory perception of sweet, bitter, and umami (glutamate) taste",0.2166235486332042,0.984834836841697,4/1194
OUD_Effect_Male_vs_Female,KEGG,Thiamine metabolism,0.7705214126737852,0.9856858826279742,1/889
OUD_vs_Control_Female,WikiPathways,WP_NEUROINFLAMMATION,0.6386985486299297,0.9857142383398299,2/1231
OUD_vs_Control_Female,WikiPathways,WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS,0.6408739071364711,0.9857142383398299,3/1231
OUD_vs_Control_Female,WikiPathways,WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX,0.6458635084047541,0.9857142383398299,4/1231
OUD_vs_Control_Female,Reactome,Glycosphingolipid metabolism,0.3385350786851271,0.9857344938184583,9/1379
OUD_vs_Control_Female,GO_BP,regulation of programmed necrotic cell death,0.8173118792708194,0.9859230079100334,3/2058
OUD_vs_Control_Female,GO_BP,response to salt stress,0.8246761213081701,0.9859230079100334,2/2058
OUD_vs_Control_Female,GO_BP,dopamine biosynthetic process,0.8295659284898734,0.9859230079100334,1/2058
OUD_vs_Control_Female,GO_BP,neuronal ion channel clustering,0.8295659284898734,0.9859230079100334,1/2058
OUD_Effect_Male_vs_Female,DO,complement deficiency,0.920024142617543,0.9868771079980565,1/920
OUD_Effect_Male_vs_Female,GO_BP,B cell activation involved in immune response,0.9139172606120611,0.9877273423570152,7/1775
OUD_Effect_Male_vs_Female,DO,calcium metabolism disease,0.9396219613460062,0.9886779365561761,1/920
OUD_Effect_Male_vs_Female,GO_BP,organ or tissue specific immune response,0.9193376576773757,0.9890691524670978,1/1775
OUD_Effect_Male_vs_Female,WikiPathways,WP_LIPID_METABOLISM_PATHWAY,0.7244328752694784,0.9892752370899045,3/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_ONECARBON_METABOLISM,0.7244328752694784,0.9892752370899045,3/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,0.7279421749225616,0.9892752370899045,2/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_ESTROGEN_METABOLISM_WP5276,0.7279421749225616,0.9892752370899045,2/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,0.7466872629590533,0.9892752370899045,3/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_VITAMIN_B12_METABOLISM,0.7489707038301517,0.9892752370899045,5/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_GLYOXYLATE_METABOLISM,0.751730405690438,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_METHIONINE_METABOLISM_LEADING_TO_SULFUR_AMINO_ACIDS_AND_RELATED_DISORDERS,0.751730405690438,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_NEOLACTO_SERIES_SPHINGOLIPID_METABOLISM,0.751730405690438,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES,0.7541481989869719,0.9892752370899045,2/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_COMPLEMENT_ACTIVATION,0.7781458572912947,0.9892752370899045,2/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_NICOTINE_EFFECT_ON_DOPAMINERGIC_NEURONS,0.7781458572912947,0.9892752370899045,2/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_OXIDATIVE_DAMAGE_RESPONSE,0.7821523534993224,0.9892752370899045,4/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_FOLATE_METABOLISM,0.7827554640893696,0.9892752370899045,6/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,0.7840418920520669,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM,0.7840418920520669,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,0.804882944159252,0.9892752370899045,3/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY,0.8121517938660223,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,0.8121517938660223,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_PTDINS45P2_IN_CYTOKINESIS_PATHWAY,0.8121517938660223,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_PURINE_METABOLISM,0.8121517938660223,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_RESOLVIN_E1_AND_RESOLVIN_D1_SIGNALING_DECREASE_INFLAMMATION,0.8121517938660223,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,0.8366059841409665,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS,0.8366059841409665,0.9892752370899045,1/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM,0.838209643964338,0.9892752370899045,2/1002
