"ensembl_gene_id","hgnc_symbol","chromosome_name","gene_biotype"
"ENSG00000276605","","8","processed_pseudogene"
"ENSG00000276622","MIR6499","5","miRNA"
"ENSG00000276627","","20","lncRNA"
"ENSG00000276633","","21","lncRNA"
"ENSG00000276641","MIR6769A","16","miRNA"
"ENSG00000276644","DACH1","13","protein_coding"
"ENSG00000276645","","1","misc_RNA"
"ENSG00000276650","","7","unprocessed_pseudogene"
"ENSG00000276651","","15","lncRNA"
"ENSG00000276653","RN7SL856P","2","misc_RNA"
"ENSG00000276656","MIR6083","3","miRNA"
"ENSG00000276662","DDX20P1","10","unprocessed_pseudogene"
"ENSG00000276663","","16","lncRNA"
"ENSG00000276667","","9","unprocessed_pseudogene"
"ENSG00000276668","","11","lncRNA"
"ENSG00000276669","","11","misc_RNA"
"ENSG00000276670","","2","misc_RNA"
"ENSG00000276672","","13","lncRNA"
"ENSG00000276678","","3","misc_RNA"
"ENSG00000276687","","6","lncRNA"
"ENSG00000276688","","20","lncRNA"
"ENSG00000276691","","12","lncRNA"
"ENSG00000276696","","15","misc_RNA"
"ENSG00000276698","","14","lncRNA"
"ENSG00000276699","TRAJ36","14","TR_J_gene"
"ENSG00000276700","RNA5-8SN4","KI270733.1","rRNA"
"ENSG00000276702","","15","lncRNA"
"ENSG00000276703","RPS29P32","6","processed_pseudogene"
"ENSG00000276704","","13","lncRNA"
"ENSG00000276706","","2","misc_RNA"
"ENSG00000276710","CSPG4P10","15","transcribed_unprocessed_pseudogene"
"ENSG00000276712","MIR7111","6","miRNA"
"ENSG00000276713","","15","misc_RNA"
"ENSG00000276715","YWHAEP7","17","transcribed_unprocessed_pseudogene"
"ENSG00000276718","VAMP1-AS1","12","lncRNA"
"ENSG00000276722","","20","misc_RNA"
"ENSG00000276724","","15","lncRNA"
"ENSG00000276727","","12","lncRNA"
"ENSG00000276728","","17","lncRNA"
"ENSG00000276729","","19","misc_RNA"
"ENSG00000276730","","9","misc_RNA"
"ENSG00000276733","MIR7158","2","miRNA"
"ENSG00000276740","","13","lncRNA"
"ENSG00000276742","","10","lncRNA"
"ENSG00000276744","","15","lncRNA"
"ENSG00000276746","","6","misc_RNA"
"ENSG00000276754","","16","lncRNA"
"ENSG00000276756","KMT2CP2","1","transcribed_unprocessed_pseudogene"
"ENSG00000276757","RN7SL192P","19","misc_RNA"
"ENSG00000276759","LINC03106","9","lncRNA"
"ENSG00000276765","MIR8073","13","miRNA"
"ENSG00000276768","","20","lncRNA"
"ENSG00000276769","MIR6752","11","miRNA"
"ENSG00000276770","MIR6780B","6","miRNA"
"ENSG00000276772","","15","lncRNA"
"ENSG00000276778","LINC02227","5","lncRNA"
"ENSG00000276782","","14","misc_RNA"
"ENSG00000276786","","20","lncRNA"
"ENSG00000276789","MRGPRX8P","11","processed_pseudogene"
"ENSG00000276791","","16","lncRNA"
"ENSG00000276800","","22","misc_RNA"
"ENSG00000276805","","10","transcribed_unprocessed_pseudogene"
"ENSG00000276807","","15","lncRNA"
"ENSG00000276809","","13","lncRNA"
"ENSG00000276822","","16","transcribed_unprocessed_pseudogene"
"ENSG00000276823","","X","misc_RNA"
"ENSG00000276828","","2","unprocessed_pseudogene"
"ENSG00000276830","MIR6730","1","miRNA"
"ENSG00000276831","","19","lncRNA"
"ENSG00000276832","CDRT15P6","9","transcribed_unprocessed_pseudogene"
"ENSG00000276839","","1","misc_RNA"
"ENSG00000276840","PMS2P13","7","transcribed_unprocessed_pseudogene"
"ENSG00000276842","","12","lncRNA"
"ENSG00000276844","SNORD115-46","15","snoRNA"
"ENSG00000276846","","19","lncRNA"
"ENSG00000276851","","17","lncRNA"
"ENSG00000276853","","12","lncRNA"
"ENSG00000276855","","17","lncRNA"
"ENSG00000276863","","17","lncRNA"
"ENSG00000276866","MIR7151","10","miRNA"
"ENSG00000276868","","9","processed_pseudogene"
"ENSG00000276869","MIR6729","1","miRNA"
"ENSG00000276884","","1","misc_RNA"
"ENSG00000276892","","X","processed_pseudogene"
"ENSG00000276898","","9","lncRNA"
"ENSG00000276900","","12","lncRNA"
"ENSG00000276903","H2AC16","6","protein_coding"
"ENSG00000276908","MIR7106","12","miRNA"
"ENSG00000276916","","13","lncRNA"
"ENSG00000276923","LINC03079","20","lncRNA"
"ENSG00000276926","MIR6797","19","miRNA"
"ENSG00000276931","","16","lncRNA"
"ENSG00000276934","","18","lncRNA"
"ENSG00000276945","","5","unprocessed_pseudogene"
"ENSG00000276952","","20","lncRNA"
"ENSG00000276956","RN7SL769P","12","misc_RNA"
"ENSG00000276957","","13","lncRNA"
"ENSG00000276958","","13","unprocessed_pseudogene"
"ENSG00000276960","","6","transcribed_unprocessed_pseudogene"
"ENSG00000276961","MIR7848","8","miRNA"
"ENSG00000276963","","9","transcribed_unprocessed_pseudogene"
"ENSG00000276966","H4C5","6","protein_coding"
"ENSG00000276968","","13","lncRNA"
"ENSG00000276972","","12","lncRNA"
"ENSG00000276975","HYDIN2","1","transcribed_unprocessed_pseudogene"
"ENSG00000276980","","19","lncRNA"
"ENSG00000276988","","7","misc_RNA"
"ENSG00000276993","","18","lncRNA"
"ENSG00000276997","","1","lncRNA"
"ENSG00000277000","DUSP12P1","3","unprocessed_pseudogene"
"ENSG00000277001","","5","misc_RNA"
"ENSG00000277003","","16","transcribed_unprocessed_pseudogene"
"ENSG00000277007","","1","lncRNA"
"ENSG00000277013","SUNO1","19","lncRNA"
"ENSG00000277020","","13","lncRNA"
"ENSG00000277022","","20","lncRNA"
"ENSG00000277024","","9","transcribed_processed_pseudogene"
"ENSG00000277039","","5","misc_RNA"
"ENSG00000277040","","13","processed_pseudogene"
"ENSG00000277041","","16","unprocessed_pseudogene"
"ENSG00000277043","EEF1A1P42","6","processed_pseudogene"
"ENSG00000277047","","13","lncRNA"
"ENSG00000277049","RNA5SP530","9","rRNA"
"ENSG00000277051","","20","misc_RNA"
"ENSG00000277052","MIR6763","12","miRNA"
"ENSG00000277053","GTF2IP1","7","transcribed_unprocessed_pseudogene"
"ENSG00000277057","MIR6779","17","miRNA"
"ENSG00000277066","","13","misc_RNA"
"ENSG00000277067","","21","lncRNA"
"ENSG00000277072","STAG3L2","7","transcribed_unprocessed_pseudogene"
"ENSG00000277073","MIR6131","5","miRNA"
"ENSG00000277075","H2AC8","6","protein_coding"
"ENSG00000277083","PRSS3P3","7","transcribed_unitary_pseudogene"
"ENSG00000277087","","20","lncRNA"
"ENSG00000277103","","9","transcribed_processed_pseudogene"
"ENSG00000277112","ANKRD20A21P","20","transcribed_unprocessed_pseudogene"
"ENSG00000277117","","21","artifact"
"ENSG00000277118","","3","misc_RNA"
"ENSG00000277124","","7","misc_RNA"
"ENSG00000277125","PMS2P14","7","transcribed_unprocessed_pseudogene"
"ENSG00000277127","","7","misc_RNA"
"ENSG00000277128","","14","lncRNA"
"ENSG00000277130","","12","lncRNA"
"ENSG00000277135","","15","lncRNA"
"ENSG00000277136","","19","misc_RNA"
"ENSG00000277138","MIR6509","7","miRNA"
"ENSG00000277141","","1","misc_RNA"
"ENSG00000277142","LINC00235","16","lncRNA"
"ENSG00000277144","","15","lncRNA"
"ENSG00000277146","","Y","transcribed_processed_pseudogene"
"ENSG00000277147","LINC00869","1","transcribed_unprocessed_pseudogene"
"ENSG00000277149","TYW1B","7","protein_coding"
"ENSG00000277150","F8A3","X","protein_coding"
"ENSG00000277151","","13","lncRNA"
"ENSG00000277152","","15","lncRNA"
"ENSG00000277156","TOMM40P1","14","processed_pseudogene"
"ENSG00000277157","H4C4","6","protein_coding"
"ENSG00000277159","","13","lncRNA"
"ENSG00000277168","","1","misc_RNA"
"ENSG00000277171","","2","unprocessed_pseudogene"
"ENSG00000277173","","12","lncRNA"
"ENSG00000277174","","7","unprocessed_pseudogene"
"ENSG00000277186","","12","lncRNA"
"ENSG00000277188","","5","misc_RNA"
"ENSG00000277196","","KI270734.1","protein_coding"
"ENSG00000277198","RN7SL270P","17","misc_RNA"
"ENSG00000277199","LINC01632","1","lncRNA"
"ENSG00000277200","CCDC92B","17","protein_coding"
"ENSG00000277202","MIR8063","15","miRNA"
"ENSG00000277206","","7","unprocessed_pseudogene"
"ENSG00000277210","","15","lncRNA"
"ENSG00000277211","","16","processed_pseudogene"
"ENSG00000277213","SDR42E1P2","9","processed_pseudogene"
"ENSG00000277214","","16","lncRNA"
"ENSG00000277215","SPANXA2-OT1","X","lncRNA"
"ENSG00000277217","","12","misc_RNA"
"ENSG00000277218","","10","lncRNA"
"ENSG00000277223","","12","lncRNA"
"ENSG00000277224","H2BC7","6","protein_coding"
"ENSG00000277229","","15","lncRNA"
"ENSG00000277232","GTSE1-DT","22","lncRNA"
"ENSG00000277233","","13","misc_RNA"
"ENSG00000277235","","20","lncRNA"
"ENSG00000277245","","15","lncRNA"
"ENSG00000277246","","13","lncRNA"
"ENSG00000277247","","12","lncRNA"
"ENSG00000277249","MIR6784","17","miRNA"
"ENSG00000277250","","3","misc_RNA"
"ENSG00000277252","","14","unprocessed_pseudogene"
"ENSG00000277255","MIR7854","16","miRNA"
"ENSG00000277258","PCGF2","17","protein_coding"
"ENSG00000277260","FAM74A7","9","lncRNA"
"ENSG00000277268","LHX1-DT","17","lncRNA"
"ENSG00000277269","","7","misc_RNA"
"ENSG00000277270","","20","lncRNA"
"ENSG00000277283","RAB35-AS1","12","lncRNA"
"ENSG00000277287","","20","lncRNA"
"ENSG00000277288","LINC02881","10","lncRNA"
"ENSG00000277290","","11","processed_pseudogene"
"ENSG00000277297","ATP5F1AP10","9","processed_pseudogene"
"ENSG00000277299","","12","lncRNA"
"ENSG00000277301","","20","lncRNA"
"ENSG00000277304","","16","unprocessed_pseudogene"
"ENSG00000277306","","2","misc_RNA"
"ENSG00000277310","","18","lncRNA"
"ENSG00000277311","","2","misc_RNA"
"ENSG00000277319","","13","unprocessed_pseudogene"
"ENSG00000277324","","18","lncRNA"
"ENSG00000277332","","8","lncRNA"
"ENSG00000277342","","12","lncRNA"
"ENSG00000277349","CICP25","16","unprocessed_pseudogene"
"ENSG00000277350","","9","lncRNA"
"ENSG00000277351","","15","lncRNA"
"ENSG00000277358","","13","unprocessed_pseudogene"
"ENSG00000277363","SRCIN1","17","protein_coding"
"ENSG00000277368","","13","lncRNA"
"ENSG00000277369","","16","lncRNA"
"ENSG00000277371","","10","misc_RNA"
"ENSG00000277373","","20","lncRNA"
"ENSG00000277382","","17","lncRNA"
"ENSG00000277383","BICRA-AS2","19","lncRNA"
"ENSG00000277385","","22","misc_RNA"
"ENSG00000277386","","13","lncRNA"
"ENSG00000277387","MIR8058","16","miRNA"
"ENSG00000277396","","2","misc_RNA"
"ENSG00000277399","GPR179","17","protein_coding"
"ENSG00000277400","","GL000194.1","protein_coding"
"ENSG00000277406","SEC22B4P","1","transcribed_unprocessed_pseudogene"
"ENSG00000277411","","6","rRNA"
"ENSG00000277413","","15","misc_RNA"
"ENSG00000277425","","20","lncRNA"
"ENSG00000277437","","21","miRNA"
"ENSG00000277438","KDM5DP1","Y","processed_pseudogene"
"ENSG00000277440","","16","lncRNA"
"ENSG00000277443","MARCKS","6","protein_coding"
"ENSG00000277447","","18","processed_pseudogene"
"ENSG00000277448","LINC02338","13","lncRNA"
"ENSG00000277449","CEBPB-AS1","20","lncRNA"
"ENSG00000277450","","17","lncRNA"
"ENSG00000277452","RN7SL473P","1","misc_RNA"
"ENSG00000277453","","19","lncRNA"
"ENSG00000277458","","16","unprocessed_pseudogene"
"ENSG00000277459","","11","lncRNA"
"ENSG00000277462","ZNF670","1","protein_coding"
"ENSG00000277463","","17","lncRNA"
"ENSG00000277465","","9","misc_RNA"
"ENSG00000277474","MIR6894","X","miRNA"
"ENSG00000277475","","KI270713.1","protein_coding"
"ENSG00000277476","","17","lncRNA"
"ENSG00000277478","MIR6165","17","miRNA"
"ENSG00000277481","PKD1L3","16","protein_coding"
"ENSG00000277482","","15","lncRNA"
"ENSG00000277483","RN7SL321P","3","misc_RNA"
"ENSG00000277490","","9","processed_pseudogene"
"ENSG00000277491","","17","lncRNA"
"ENSG00000277493","","19","unprocessed_pseudogene"
"ENSG00000277494","GPIHBP1","8","protein_coding"
"ENSG00000277496","SLCO4A1-AS2","20","lncRNA"
"ENSG00000277498","","2","unprocessed_pseudogene"
"ENSG00000277499","","X","processed_pseudogene"
"ENSG00000277504","","16","lncRNA"
"ENSG00000277510","","19","misc_RNA"
"ENSG00000277511","","17","lncRNA"
"ENSG00000277513","","1","processed_pseudogene"
"ENSG00000277521","MIR8078","18","miRNA"
"ENSG00000277524","","5","misc_RNA"
"ENSG00000277526","","8","lncRNA"
"ENSG00000277529","NF1P10","14","transcribed_unprocessed_pseudogene"
"ENSG00000277531","PNMA8C","19","protein_coding"
"ENSG00000277532","","17","unprocessed_pseudogene"
"ENSG00000277534","","18","lncRNA"
"ENSG00000277541","ZNF630-AS1","X","lncRNA"
"ENSG00000277543","","16","lncRNA"
"ENSG00000277545","","13","lncRNA"
"ENSG00000277548","","15","lncRNA"
"ENSG00000277550","","20","lncRNA"
"ENSG00000277556","OR13C5","9","protein_coding"
"ENSG00000277558","","20","lncRNA"
"ENSG00000277561","GOLGA8IP","15","transcribed_unprocessed_pseudogene"
"ENSG00000277562","","19","transcribed_processed_pseudogene"
"ENSG00000277563","","10","misc_RNA"
"ENSG00000277565","","1","misc_RNA"
"ENSG00000277566","","12","lncRNA"
"ENSG00000277568","","5","misc_RNA"
"ENSG00000277575","","9","processed_pseudogene"
"ENSG00000277576","","8","unprocessed_pseudogene"
"ENSG00000277581","","20","lncRNA"
"ENSG00000277582","RN7SL428P","15","misc_RNA"
"ENSG00000277586","NEFL","8","protein_coding"
"ENSG00000277587","","19","lncRNA"
"ENSG00000277588","MIR6806","19","miRNA"
"ENSG00000277590","MIR7845","2","miRNA"
"ENSG00000277591","RN7SL575P","2","misc_RNA"
"ENSG00000277592","","3","misc_RNA"
"ENSG00000277595","","12","lncRNA"
"ENSG00000277602","","16","lncRNA"
"ENSG00000277605","","X","misc_RNA"
"ENSG00000277608","","9","unprocessed_pseudogene"
"ENSG00000277610","RNVU1-4","1","snRNA"
"ENSG00000277618","","9","processed_pseudogene"
"ENSG00000277619","","5","lncRNA"
"ENSG00000277621","","17","lncRNA"
"ENSG00000277628","","2","misc_RNA"
"ENSG00000277631","PGM5P3-AS1","9","lncRNA"
"ENSG00000277634","","14","misc_RNA"
"ENSG00000277635","","3","misc_RNA"
"ENSG00000277639","CHD9NB","16","protein_coding"
"ENSG00000277640","","13","processed_pseudogene"
"ENSG00000277651","","14","lncRNA"
"ENSG00000277654","","15","transcribed_processed_pseudogene"
"ENSG00000277655","","1","unprocessed_pseudogene"
"ENSG00000277662","","13","lncRNA"
"ENSG00000277668","","2","misc_RNA"
"ENSG00000277670","","1","unprocessed_pseudogene"
"ENSG00000277672","","12","processed_pseudogene"
"ENSG00000277677","","15","misc_RNA"
"ENSG00000277678","RNU1-153P","1","snRNA"
"ENSG00000277681","MIR6739","1","miRNA"
"ENSG00000277684","","13","lncRNA"
"ENSG00000277687","","10","lncRNA"
"ENSG00000277688","","17","lncRNA"
"ENSG00000277689","","1","misc_RNA"
"ENSG00000277690","","22","processed_pseudogene"
"ENSG00000277692","","20","lncRNA"
"ENSG00000277693","","21","lncRNA"
"ENSG00000277695","","4","lncRNA"
"ENSG00000277701","","2","lncRNA"
"ENSG00000277702","","1","transcribed_unprocessed_pseudogene"
"ENSG00000277708","PGBD4P2","20","unprocessed_pseudogene"
"ENSG00000277710","NBEAP5","14","transcribed_unprocessed_pseudogene"
"ENSG00000277711","","9","processed_pseudogene"
"ENSG00000277713","MIR6856","9","miRNA"
"ENSG00000277715","","12","lncRNA"
"ENSG00000277720","H3C5P","6","unprocessed_pseudogene"
"ENSG00000277728","","17","lncRNA"
"ENSG00000277734","TRAC","14","TR_C_gene"
"ENSG00000277737","","9","transcribed_unprocessed_pseudogene"
"ENSG00000277738","","12","lncRNA"
"ENSG00000277740","","8","misc_RNA"
"ENSG00000277741","GOLGA6L17P","15","transcribed_unprocessed_pseudogene"
"ENSG00000277744","","19","lncRNA"
"ENSG00000277747","","2","unprocessed_pseudogene"
"ENSG00000277752","","13","misc_RNA"
"ENSG00000277754","","14","snoRNA"
"ENSG00000277758","SYT15B","10","protein_coding"
"ENSG00000277763","","14","lncRNA"
"ENSG00000277767","","13","lncRNA"
"ENSG00000277770","PLA2G10GP","16","unprocessed_pseudogene"
"ENSG00000277774","RN7SL763P","9","misc_RNA"
"ENSG00000277775","H3C7","6","protein_coding"
"ENSG00000277778","PGM5P2","9","transcribed_unprocessed_pseudogene"
"ENSG00000277782","","15","lncRNA"
"ENSG00000277784","MIR6786","17","miRNA"
"ENSG00000277790","","15","lncRNA"
"ENSG00000277791","PSMB3","17","protein_coding"
"ENSG00000277795","","5","processed_pseudogene"
"ENSG00000277797","","6","lncRNA"
"ENSG00000277801","","14","lncRNA"
"ENSG00000277803","","11","processed_pseudogene"
"ENSG00000277806","","19","lncRNA"
"ENSG00000277809","","2","misc_RNA"
"ENSG00000277817","MIR6738","1","miRNA"
"ENSG00000277818","","5","misc_RNA"
"ENSG00000277825","","19","lncRNA"
"ENSG00000277828","","9","misc_RNA"
"ENSG00000277829","","20","lncRNA"
"ENSG00000277831","","13","lncRNA"
"ENSG00000277837","","18","lncRNA"
"ENSG00000277840","","12","lncRNA"
"ENSG00000277851","LINC02391","12","lncRNA"
"ENSG00000277855","","3","lncRNA"
"ENSG00000277863","","13","lncRNA"
"ENSG00000277865","GOLGA6L22","15","protein_coding"
"ENSG00000277866","","5","unprocessed_pseudogene"
"ENSG00000277867","","15","processed_pseudogene"
"ENSG00000277869","","9","processed_pseudogene"
"ENSG00000277870","FAM230A","22","lncRNA"
"ENSG00000277872","MIR6817","22","miRNA"
"ENSG00000277873","","12","lncRNA"
"ENSG00000277876","","X","unprocessed_pseudogene"
"ENSG00000277878","","5","processed_pseudogene"
"ENSG00000277879","","10","lncRNA"
"ENSG00000277883","NLRP3P1","X","transcribed_unprocessed_pseudogene"
"ENSG00000277888","MIR6846","8","miRNA"
"ENSG00000277892","MIR6746","11","miRNA"
"ENSG00000277893","SRD5A2","2","protein_coding"
"ENSG00000277895","","12","lncRNA"
"ENSG00000277899","MLECP1","18","processed_pseudogene"
"ENSG00000277900","","X","misc_RNA"
"ENSG00000277907","","18","processed_pseudogene"
"ENSG00000277913","","13","misc_RNA"
"ENSG00000277914","DDX6P2","13","processed_pseudogene"
"ENSG00000277918","RNVU1-28","1","snRNA"
"ENSG00000277919","MIR8067","15","miRNA"
"ENSG00000277922","","X","misc_RNA"
"ENSG00000277930","","Y","lncRNA"
"ENSG00000277935","","12","lncRNA"
"ENSG00000277938","","20","lncRNA"
"ENSG00000277942","MIR8075","13","miRNA"
"ENSG00000277945","","12","lncRNA"
"ENSG00000277948","","2","misc_RNA"
"ENSG00000277950","","22","misc_RNA"
"ENSG00000277952","","12","processed_pseudogene"
"ENSG00000277954","","16","lncRNA"
"ENSG00000277957","SENP3-EIF4A1","17","protein_coding"
"ENSG00000277958","","1","misc_RNA"
"ENSG00000277959","","10","lncRNA"
"ENSG00000277965","","20","misc_RNA"
"ENSG00000277977","","19","unprocessed_pseudogene"
"ENSG00000277978","","16","lncRNA"
"ENSG00000277987","LINC02351","15","lncRNA"
"ENSG00000277991","","21","lncRNA"
"ENSG00000277997","","2","lncRNA"
"ENSG00000277998","","2","unprocessed_pseudogene"
"ENSG00000278000","","18","lncRNA"
"ENSG00000278001","","9","processed_pseudogene"
"ENSG00000278002","","14","lncRNA"
"ENSG00000278004","","2","misc_RNA"
"ENSG00000278009","","14","unprocessed_pseudogene"
"ENSG00000278012","","20","lncRNA"
"ENSG00000278017","","18","lncRNA"
"ENSG00000278022","","15","lncRNA"
"ENSG00000278028","","9","misc_RNA"
"ENSG00000278035","","20","lncRNA"
"ENSG00000278039","","X","misc_RNA"
"ENSG00000278040","","9","misc_RNA"
"ENSG00000278041","","20","lncRNA"
"ENSG00000278048","","17","snRNA"
"ENSG00000278052","","18","lncRNA"
"ENSG00000278053","DDX52","17","protein_coding"
"ENSG00000278054","","9","transcribed_processed_pseudogene"
"ENSG00000278055","","7","misc_RNA"
"ENSG00000278058","","16","lncRNA"
"ENSG00000278060","","2","lncRNA"
"ENSG00000278066","","KI270731.1","pseudogene"
"ENSG00000278068","","9","processed_pseudogene"
"ENSG00000278071","","14","lncRNA"
"ENSG00000278073","MIR6726","1","miRNA"
"ENSG00000278075","","18","lncRNA"
"ENSG00000278077","","9","processed_pseudogene"
"ENSG00000278078","","16","unprocessed_pseudogene"
"ENSG00000278090","LUNAR1","15","lncRNA"
"ENSG00000278095","","12","lncRNA"
"ENSG00000278099","RNVU1-2A","1","snRNA"
"ENSG00000278108","MIR6757","12","miRNA"
"ENSG00000278110","SUSD2P2","22","unprocessed_pseudogene"
"ENSG00000278112","","12","lncRNA"
"ENSG00000278126","","12","lncRNA"
"ENSG00000278129","ZNF8","19","protein_coding"
"ENSG00000278130","","9","unprocessed_pseudogene"
"ENSG00000278131","","2","unprocessed_pseudogene"
"ENSG00000278133","","16","lncRNA"
"ENSG00000278135","","4","snRNA"
"ENSG00000278143","NF1P7","14","unprocessed_pseudogene"
"ENSG00000278146","","15","lncRNA"
"ENSG00000278147","","14","lncRNA"
"ENSG00000278153","","20","lncRNA"
"ENSG00000278156","TSC22D1-AS1","13","lncRNA"
"ENSG00000278171","IL9RP5","20","processed_pseudogene"
"ENSG00000278175","GLIDR","9","lncRNA"
"ENSG00000278177","","13","lncRNA"
"ENSG00000278182","","1","transcribed_unprocessed_pseudogene"
"ENSG00000278184","NF1P11","14","transcribed_unprocessed_pseudogene"
"ENSG00000278189","RNA5-8SN1","21","rRNA"
"ENSG00000278192","","20","lncRNA"
"ENSG00000278195","SSTR3","22","protein_coding"
"ENSG00000278200","LINC01971","17","lncRNA"
"ENSG00000278206","","6","lncRNA"
"ENSG00000278212","","Y","transcribed_unprocessed_pseudogene"
"ENSG00000278213","CNTNAP3P5","9","transcribed_unprocessed_pseudogene"
"ENSG00000278214","LINC02139","16","lncRNA"
"ENSG00000278218","","X","misc_RNA"
"ENSG00000278224","PRICKLE4","6","protein_coding"
"ENSG00000278226","","4","misc_RNA"
"ENSG00000278231","","20","lncRNA"
"ENSG00000278233","RNA5-8SN2","21","rRNA"
"ENSG00000278234","","3","snRNA"
"ENSG00000278236","","7","misc_RNA"
"ENSG00000278238","CKAP2-DT","13","lncRNA"
"ENSG00000278239","","19","lncRNA"
"ENSG00000278250","","12","misc_RNA"
"ENSG00000278254","","7","lncRNA"
"ENSG00000278267","MIR6859-1","1","miRNA"
"ENSG00000278273","KMT2CP1","1","transcribed_unprocessed_pseudogene"
"ENSG00000278275","","8","transcribed_processed_pseudogene"
"ENSG00000278276","","20","lncRNA"
"ENSG00000278281","MIR7856","1","miRNA"
"ENSG00000278287","","1","misc_RNA"
"ENSG00000278291","","13","lncRNA"
"ENSG00000278292","RFPL4AP6","22","transcribed_unprocessed_pseudogene"
"ENSG00000278294","","KI270442.1","rRNA"
"ENSG00000278299","TBC1D3C","17","protein_coding"
"ENSG00000278301","GRAMD4P3","14","processed_pseudogene"
"ENSG00000278305","","13","lncRNA"
"ENSG00000278311","GGNBP2","17","protein_coding"
"ENSG00000278313","","15","unprocessed_pseudogene"
"ENSG00000278318","ZNF229","19","protein_coding"
"ENSG00000278319","","X","unprocessed_pseudogene"
"ENSG00000278330","","18","lncRNA"
"ENSG00000278332","","6","processed_pseudogene"
"ENSG00000278333","","10","misc_RNA"
"ENSG00000278338","VWA8-AS1","13","lncRNA"
"ENSG00000278341","","16","lncRNA"
"ENSG00000278344","","12","lncRNA"
"ENSG00000278348","","15","misc_RNA"
"ENSG00000278349","MIR6754","11","miRNA"
"ENSG00000278351","","12","lncRNA"
"ENSG00000278356","","12","lncRNA"
"ENSG00000278359","MIR7155","11","miRNA"
"ENSG00000278367","","20","lncRNA"
"ENSG00000278370","","15","lncRNA"
"ENSG00000278376","","11","lncRNA"
"ENSG00000278383","","20","lncRNA"
"ENSG00000278384","","GL000218.1","protein_coding"
"ENSG00000278385","","12","lncRNA"
"ENSG00000278389","","16","lncRNA"
"ENSG00000278390","KBTBD6-DT","13","lncRNA"
"ENSG00000278399","","12","transcribed_unprocessed_pseudogene"
"ENSG00000278400","","12","processed_pseudogene"
"ENSG00000278404","","22","misc_RNA"
"ENSG00000278408","","15","lncRNA"
"ENSG00000278410","","20","misc_RNA"
"ENSG00000278412","MIR6854","9","miRNA"
"ENSG00000278416","PMS2P2","7","transcribed_unprocessed_pseudogene"
"ENSG00000278418","MIR6512","2","miRNA"
"ENSG00000278420","MIR6819","22","miRNA"
"ENSG00000278421","","X","misc_RNA"
"ENSG00000278431","","1","lncRNA"
"ENSG00000278433","MIR6070","21","miRNA"
"ENSG00000278434","","16","lncRNA"
"ENSG00000278445","","13","lncRNA"
"ENSG00000278447","MIR6781","17","miRNA"
"ENSG00000278456","","15","lncRNA"
"ENSG00000278462","","13","lncRNA"
"ENSG00000278463","H2AC4","6","protein_coding"
"ENSG00000278464","","18","lncRNA"
"ENSG00000278465","MIR6769B","1","miRNA"
"ENSG00000278467","","1","lncRNA"
"ENSG00000278469","","12","misc_RNA"
"ENSG00000278472","","15","lncRNA"
"ENSG00000278475","","12","lncRNA"
"ENSG00000278477","","13","unprocessed_pseudogene"
"ENSG00000278480","ZBTB2P1","1","processed_pseudogene"
"ENSG00000278484","","10","lncRNA"
"ENSG00000278486","YRDCP1","9","processed_pseudogene"
"ENSG00000278487","","5","processed_pseudogene"
"ENSG00000278492","","19","lncRNA"
"ENSG00000278493","","15","lncRNA"
"ENSG00000278496","","13","unprocessed_pseudogene"
"ENSG00000278498","","10","misc_RNA"
"ENSG00000278517","MIR6865","17","miRNA"
"ENSG00000278518","","10","lncRNA"
"ENSG00000278520","MIR7851","12","miRNA"
"ENSG00000278523","","2","misc_RNA"
"ENSG00000278524","MIR6810","2","miRNA"
"ENSG00000278530","CHMP1B2P","X","transcribed_unitary_pseudogene"
"ENSG00000278531","","10","transcribed_unprocessed_pseudogene"
"ENSG00000278532","","18","lncRNA"
"ENSG00000278535","DHRS11","17","protein_coding"
"ENSG00000278540","ACACA","17","protein_coding"
"ENSG00000278546","","17","lncRNA"
"ENSG00000278549","MIR6736","1","miRNA"
"ENSG00000278551","RNU6-368P","9","snRNA"
"ENSG00000278554","","3","misc_RNA"
"ENSG00000278558","TMEM191B","22","protein_coding"
"ENSG00000278561","PTPN20CP","10","transcribed_unprocessed_pseudogene"
"ENSG00000278570","NR2E3","15","protein_coding"
"ENSG00000278571","MIR7161","6","miRNA"
"ENSG00000278572","","1","unprocessed_pseudogene"
"ENSG00000278573","","KI270734.1","pseudogene"
"ENSG00000278576","","14","lncRNA"
"ENSG00000278581","MIR6080","17","miRNA"
"ENSG00000278582","DNM1P5","15","unprocessed_pseudogene"
"ENSG00000278586","","7","processed_pseudogene"
"ENSG00000278588","H2BC10","6","protein_coding"
"ENSG00000278590","RN7SL113P","2","misc_RNA"
"ENSG00000278593","","2","unprocessed_pseudogene"
"ENSG00000278594","","14","processed_pseudogene"
"ENSG00000278595","","20","lncRNA"
"ENSG00000278598","MIR6775","16","miRNA"
"ENSG00000278599","TBC1D3E","17","protein_coding"
"ENSG00000278600","","15","lncRNA"
"ENSG00000278601","","10","lncRNA"
"ENSG00000278607","","18","lncRNA"
"ENSG00000278611","ZNF426-DT","19","lncRNA"
"ENSG00000278615","C11orf98","11","protein_coding"
"ENSG00000278616","BEND3P3","10","processed_pseudogene"
"ENSG00000278618","MIR8069","21","miRNA"
"ENSG00000278619","MRM1","17","protein_coding"
"ENSG00000278621","THBS1-AS1","15","lncRNA"
