ensembl_id	original_id	gene_symbol	final_name
ENSG00000285847	ENSG00000285847	ENSG00000285847_lncRNA	ENSG00000285847_lncRNA
ENSG00000285848	ENSG00000285848	ENSG00000285848_lncRNA	ENSG00000285848_lncRNA
ENSG00000285849	ENSG00000285849	ENSG00000285849_lncRNA	ENSG00000285849_lncRNA
ENSG00000285851	ENSG00000285851	ENSG00000285851_lncRNA	ENSG00000285851_lncRNA
ENSG00000285852	ENSG00000285852	LOC124902388	LOC124902388
ENSG00000285853	ENSG00000285853	NA	ENSG00000285853
ENSG00000285854	ENSG00000285854	ENSG00000285854_protein_coding	ENSG00000285854_protein_coding
ENSG00000285856	ENSG00000285856	ENSG00000285856_lncRNA	ENSG00000285856_lncRNA
ENSG00000285857	ENSG00000285857	ENSG00000285857_lncRNA	ENSG00000285857_lncRNA
ENSG00000285859	ENSG00000285859	ENSG00000285859_lncRNA	ENSG00000285859_lncRNA
ENSG00000285860	ENSG00000285860	ENSG00000285860_lncRNA	ENSG00000285860_lncRNA
ENSG00000285861	ENSG00000285861	ENSG00000285861_lncRNA	ENSG00000285861_lncRNA
ENSG00000285863	ENSG00000285863	ENSG00000285863_lncRNA	ENSG00000285863_lncRNA
ENSG00000285864	ENSG00000285864	ENSG00000285864_lncRNA	ENSG00000285864_lncRNA
ENSG00000285865	ENSG00000285865	ENSG00000285865_lncRNA	ENSG00000285865_lncRNA
ENSG00000285866	ENSG00000285866	LINC02852	LINC02852
ENSG00000285867	ENSG00000285867	ENSG00000285867_lncRNA	ENSG00000285867_lncRNA
ENSG00000285868	ENSG00000285868	ENSG00000285868_protein_coding	ENSG00000285868_protein_coding
ENSG00000285869	ENSG00000285869	LINC02858	LINC02858
ENSG00000285870	ENSG00000285870	ENSG00000285870_lncRNA	ENSG00000285870_lncRNA
ENSG00000285871	ENSG00000285871	ENSG00000285871_lncRNA	ENSG00000285871_lncRNA
ENSG00000285872	ENSG00000285872	LOC101929691	LOC101929691
ENSG00000285873	ENSG00000285873	ENSG00000285873_lncRNA	ENSG00000285873_lncRNA
ENSG00000285875	ENSG00000285875	NA	ENSG00000285875
ENSG00000285876	ENSG00000285876	LOC105373436	LOC105373436
ENSG00000285877	ENSG00000285877	NA	ENSG00000285877
ENSG00000285878	ENSG00000285878	ENSG00000285878_lncRNA	ENSG00000285878_lncRNA
ENSG00000285879	ENSG00000285879	ENSG00000285879_lncRNA	ENSG00000285879_lncRNA
ENSG00000285880	ENSG00000285880	ENSG00000285880_protein_coding	ENSG00000285880_protein_coding
ENSG00000285881	ENSG00000285881	ENSG00000285881_lncRNA	ENSG00000285881_lncRNA
ENSG00000285882	ENSG00000285882	ENSG00000285882_lncRNA	ENSG00000285882_lncRNA
ENSG00000285883	ENSG00000285883	ENSG00000285883_lncRNA	ENSG00000285883_lncRNA
ENSG00000285884	ENSG00000285884	LOC105378268	LOC105378268
ENSG00000285885	ENSG00000285885	ENSG00000285885_lncRNA	ENSG00000285885_lncRNA
ENSG00000285886	ENSG00000285886	LOC124901671	LOC124901671
ENSG00000285887	ENSG00000285887	ENSG00000285887_lncRNA	ENSG00000285887_lncRNA
ENSG00000285888	ENSG00000285888	ENSG00000285888_lncRNA	ENSG00000285888_lncRNA
ENSG00000285890	ENSG00000285890	ENSG00000285890_lncRNA	ENSG00000285890_lncRNA
ENSG00000285892	ENSG00000285892	ENSG00000285892_lncRNA	ENSG00000285892_lncRNA
ENSG00000285894	ENSG00000285894	ENSG00000285894_lncRNA	ENSG00000285894_lncRNA
ENSG00000285895	ENSG00000285895	ENSG00000285895_lncRNA	ENSG00000285895_lncRNA
ENSG00000285896	ENSG00000285896	LINC03114	LINC03114
ENSG00000285897	ENSG00000285897	ENSG00000285897_protein_coding	ENSG00000285897_protein_coding
ENSG00000285898	ENSG00000285898	ENSG00000285898_lncRNA	ENSG00000285898_lncRNA
ENSG00000285900	ENSG00000285900	ENSG00000285900_lncRNA	ENSG00000285900_lncRNA
ENSG00000285901	ENSG00000285901	ENSG00000285901_protein_coding	ENSG00000285901_protein_coding
ENSG00000285902	ENSG00000285902	ENSG00000285902_lncRNA	ENSG00000285902_lncRNA
ENSG00000285904	ENSG00000285904	ENSG00000285904_lncRNA	ENSG00000285904_lncRNA
ENSG00000285905	ENSG00000285905	BMP8B-AS1	BMP8B-AS1
ENSG00000285906	ENSG00000285906	LOC102723663	LOC102723663
ENSG00000285907	ENSG00000285907	ENSG00000285907_lncRNA	ENSG00000285907_lncRNA
ENSG00000285908	ENSG00000285908	ENSG00000285908_lncRNA	ENSG00000285908_lncRNA
ENSG00000285909	ENSG00000285909	ENSG00000285909_lncRNA	ENSG00000285909_lncRNA
ENSG00000285911	ENSG00000285911	ENSG00000285911_lncRNA	ENSG00000285911_lncRNA
ENSG00000285914	ENSG00000285914	LOC105377724	LOC105377724
ENSG00000285915	ENSG00000285915	ENSG00000285915_lncRNA	ENSG00000285915_lncRNA
ENSG00000285917	ENSG00000285917	ENSG00000285917_lncRNA	ENSG00000285917_lncRNA
ENSG00000285918	ENSG00000285918	ENSG00000285918_lncRNA	ENSG00000285918_lncRNA
ENSG00000285919	ENSG00000285919	ENSG00000285919_lncRNA	ENSG00000285919_lncRNA
ENSG00000285921	ENSG00000285921	ENSG00000285921_lncRNA	ENSG00000285921_lncRNA
ENSG00000285922	ENSG00000285922	NA	ENSG00000285922
ENSG00000285923	ENSG00000285923	ENSG00000285923_lncRNA	ENSG00000285923_lncRNA
ENSG00000285925	ENSG00000285925	ENSG00000285925_lncRNA	ENSG00000285925_lncRNA
ENSG00000285926	ENSG00000285926	ENSG00000285926_lncRNA	ENSG00000285926_lncRNA
ENSG00000285928	ENSG00000285928	ENSG00000285928_lncRNA	ENSG00000285928_lncRNA
ENSG00000285929	ENSG00000285929	ENSG00000285929_lncRNA	ENSG00000285929_lncRNA
ENSG00000285930	ENSG00000285930	ENSG00000285930_lncRNA	ENSG00000285930_lncRNA
ENSG00000285931	ENSG00000285931	ENSG00000285931_lncRNA	ENSG00000285931_lncRNA
ENSG00000285932	ENSG00000285932	ENSG00000285932_protein_coding	ENSG00000285932_protein_coding
ENSG00000285933	ENSG00000285933	NA	ENSG00000285933
ENSG00000285934	ENSG00000285934	ENSG00000285934_lncRNA	ENSG00000285934_lncRNA
ENSG00000285935	ENSG00000285935	ENSG00000285935_lncRNA	ENSG00000285935_lncRNA
ENSG00000285936	ENSG00000285936	ENSG00000285936_lncRNA	ENSG00000285936_lncRNA
ENSG00000285938	ENSG00000285938	BCL6-AS1	BCL6-AS1
ENSG00000285939	ENSG00000285939	ENSG00000285939_lncRNA	ENSG00000285939_lncRNA
ENSG00000285940	ENSG00000285940	LOC124904288	LOC124904288
ENSG00000285941	ENSG00000285941	ENSG00000285941_lncRNA	ENSG00000285941_lncRNA
ENSG00000285943	ENSG00000285943	SPICE1-CFAP44	SPICE1-CFAP44
ENSG00000285944	ENSG00000285944	H2AL1MP	H2AL1MP
ENSG00000285945	ENSG00000285945	ENSG00000285945_lncRNA	ENSG00000285945_lncRNA
ENSG00000285950	ENSG00000285950	FAM90A10	FAM90A10
ENSG00000285952	ENSG00000285952	ENSG00000285952_lncRNA	ENSG00000285952_lncRNA
ENSG00000285954	ENSG00000285954	ENSG00000285954_lncRNA	ENSG00000285954_lncRNA
ENSG00000285955	ENSG00000285955	ENSG00000285955_lncRNA	ENSG00000285955_lncRNA
ENSG00000285958	ENSG00000285958	ENSG00000285958_lncRNA	ENSG00000285958_lncRNA
ENSG00000285960	ENSG00000285960	ENSG00000285960_lncRNA	ENSG00000285960_lncRNA
ENSG00000285961	ENSG00000285961	ENSG00000285961_lncRNA	ENSG00000285961_lncRNA
ENSG00000285963	ENSG00000285963	ENSG00000285963_lncRNA	ENSG00000285963_lncRNA
ENSG00000285966	ENSG00000285966	ENSG00000285966_lncRNA	ENSG00000285966_lncRNA
ENSG00000285967	ENSG00000285967	NIPBL-DT	NIPBL-DT
ENSG00000285968	ENSG00000285968	IGLL3P	IGLL3P
ENSG00000285969	ENSG00000285969	ENSG00000285969_lncRNA	ENSG00000285969_lncRNA
ENSG00000285970	ENSG00000285970	ENSG00000285970_lncRNA	ENSG00000285970_lncRNA
ENSG00000285971	ENSG00000285971	ENSG00000285971_lncRNA	ENSG00000285971_lncRNA
ENSG00000285972	ENSG00000285972	CERNA2	CERNA2
ENSG00000285973	ENSG00000285973	ENSG00000285973_lncRNA	ENSG00000285973_lncRNA
ENSG00000285974	ENSG00000285974	ENSG00000285974_lncRNA	ENSG00000285974_lncRNA
ENSG00000285976	ENSG00000285976	LOC128125822	LOC128125822
ENSG00000285977	ENSG00000285977	ENSG00000285977_lncRNA	ENSG00000285977_lncRNA
ENSG00000285978	ENSG00000285978	ENSG00000285978_protein_coding	ENSG00000285978_protein_coding
ENSG00000285979	ENSG00000285979	ENSG00000285979_lncRNA	ENSG00000285979_lncRNA
ENSG00000285980	ENSG00000285980	ENSG00000285980_lncRNA	ENSG00000285980_lncRNA
ENSG00000285982	ENSG00000285982	ENSG00000285982_protein_coding	ENSG00000285982_protein_coding
ENSG00000285984	ENSG00000285984	ENSG00000285984_lncRNA	ENSG00000285984_lncRNA
ENSG00000285985	ENSG00000285985	LINC02689	LINC02689
ENSG00000285986	ENSG00000285986	LOC100996886	LOC100996886
ENSG00000285987	ENSG00000285987	ENSG00000285987_lncRNA	ENSG00000285987_lncRNA
ENSG00000285990	ENSG00000285990	NBEAP6	NBEAP6
ENSG00000285991	ENSG00000285991	ENSG00000285991_protein_coding	ENSG00000285991_protein_coding
ENSG00000285993	ENSG00000285993	ENSG00000285993_lncRNA	ENSG00000285993_lncRNA
ENSG00000285994	ENSG00000285994	ENSG00000285994_lncRNA	ENSG00000285994_lncRNA
ENSG00000285996	ENSG00000285996	ENSG00000285996_lncRNA	ENSG00000285996_lncRNA
ENSG00000285997	ENSG00000285997	ENSG00000285997_lncRNA	ENSG00000285997_lncRNA
ENSG00000285998	ENSG00000285998	ENSG00000285998_lncRNA	ENSG00000285998_lncRNA
ENSG00000285999	ENSG00000285999	ENSG00000285999_lncRNA	ENSG00000285999_lncRNA
ENSG00000286000	ENSG00000286000	ENSG00000286000_lncRNA	ENSG00000286000_lncRNA
ENSG00000286001	ENSG00000286001	ENSG00000286001_protein_coding	ENSG00000286001_protein_coding
ENSG00000286003	ENSG00000286003	ENSG00000286003_lncRNA	ENSG00000286003_lncRNA
ENSG00000286004	ENSG00000286004	ENSG00000286004_lncRNA	ENSG00000286004_lncRNA
ENSG00000286006	ENSG00000286006	ENSG00000286006_lncRNA	ENSG00000286006_lncRNA
ENSG00000286009	ENSG00000286009	ENSG00000286009_lncRNA	ENSG00000286009_lncRNA
ENSG00000286010	ENSG00000286010	LOC105375754	LOC105375754
ENSG00000286011	ENSG00000286011	ENSG00000286011_lncRNA	ENSG00000286011_lncRNA
ENSG00000286012	ENSG00000286012	ENSG00000286012_TEC	ENSG00000286012_TEC
ENSG00000286013	ENSG00000286013	LOC105375440	LOC105375440
ENSG00000286014	ENSG00000286014	SPDYE15	SPDYE15
ENSG00000286015	ENSG00000286015	ENSG00000286015_protein_coding	ENSG00000286015_protein_coding
ENSG00000286016	ENSG00000286016	NA	ENSG00000286016
ENSG00000286017	ENSG00000286017	ENSG00000286017_lncRNA	ENSG00000286017_lncRNA
ENSG00000286018	ENSG00000286018	ENSG00000286018_lncRNA	ENSG00000286018_lncRNA
ENSG00000286019	ENSG00000286019	NOTCH2NLB	NOTCH2NLB
ENSG00000286020	ENSG00000286020	ENSG00000286020_lncRNA	ENSG00000286020_lncRNA
ENSG00000286021	ENSG00000286021	LINC02822	LINC02822
ENSG00000286022	ENSG00000286022	ENSG00000286022_protein_coding	ENSG00000286022_protein_coding
ENSG00000286023	ENSG00000286023	ENSG00000286023_lncRNA	ENSG00000286023_lncRNA
ENSG00000286024	ENSG00000286024	LOC105372432	LOC105372432
ENSG00000286025	ENSG00000286025	FAM246C	FAM246C
ENSG00000286026	ENSG00000286026	NA	ENSG00000286026
ENSG00000286028	ENSG00000286028	MIR34BHG	MIR34BHG
ENSG00000286031	ENSG00000286031	ENSG00000286031_lncRNA	ENSG00000286031_lncRNA
ENSG00000286033	ENSG00000286033	ENSG00000286033_lncRNA	ENSG00000286033_lncRNA
ENSG00000286034	ENSG00000286034	ENSG00000286034_lncRNA	ENSG00000286034_lncRNA
ENSG00000286035	ENSG00000286035	ENSG00000286035_lncRNA	ENSG00000286035_lncRNA
ENSG00000286036	ENSG00000286036	ENSG00000286036_lncRNA	ENSG00000286036_lncRNA
ENSG00000286037	ENSG00000286037	ENSG00000286037_lncRNA	ENSG00000286037_lncRNA
ENSG00000286038	ENSG00000286038	SPDYE13	SPDYE13
ENSG00000286039	ENSG00000286039	ENSG00000286039_lncRNA	ENSG00000286039_lncRNA
ENSG00000286040	ENSG00000286040	ENSG00000286040_lncRNA	ENSG00000286040_lncRNA
ENSG00000286041	ENSG00000286041	ENSG00000286041_lncRNA	ENSG00000286041_lncRNA
ENSG00000286042	ENSG00000286042	LCAL1	LCAL1
ENSG00000286043	ENSG00000286043	ENSG00000286043_lncRNA	ENSG00000286043_lncRNA
ENSG00000286044	ENSG00000286044	ENSG00000286044_lncRNA	ENSG00000286044_lncRNA
ENSG00000286045	ENSG00000286045	ENSG00000286045_lncRNA	ENSG00000286045_lncRNA
ENSG00000286046	ENSG00000286046	ENSG00000286046_lncRNA	ENSG00000286046_lncRNA
ENSG00000286047	ENSG00000286047	ENSG00000286047_lncRNA	ENSG00000286047_lncRNA
ENSG00000286048	ENSG00000286048	ENSG00000286048_lncRNA	ENSG00000286048_lncRNA
ENSG00000286049	ENSG00000286049	ENSG00000286049_lncRNA	ENSG00000286049_lncRNA
ENSG00000286050	ENSG00000286050	ENSG00000286050_lncRNA	ENSG00000286050_lncRNA
ENSG00000286051	ENSG00000286051	MAGEA6-DT	MAGEA6-DT
ENSG00000286052	ENSG00000286052	ENSG00000286052_lncRNA	ENSG00000286052_lncRNA
ENSG00000286053	ENSG00000286053	ASDURF	ASDURF
ENSG00000286055	ENSG00000286055	ENSG00000286055_lncRNA	ENSG00000286055_lncRNA
ENSG00000286056	ENSG00000286056	ENSG00000286056_lncRNA	ENSG00000286056_lncRNA
ENSG00000286057	ENSG00000286057	ENSG00000286057_TEC	ENSG00000286057_TEC
ENSG00000286058	ENSG00000286058	FAR2P1	FAR2P1.1
ENSG00000286060	ENSG00000286060	LOC124905218	LOC124905218
ENSG00000286061	ENSG00000286061	RCAN3AS	RCAN3AS
ENSG00000286062	ENSG00000286062	LOC105379003	LOC105379003
ENSG00000286063	ENSG00000286063	ENSG00000286063_lncRNA	ENSG00000286063_lncRNA
ENSG00000286064	ENSG00000286064	ENSG00000286064_unprocessed_pseudogene	ENSG00000286064_unprocessed_pseudogene
ENSG00000286065	ENSG00000286065	NA	ENSG00000286065
ENSG00000286066	ENSG00000286066	ENSG00000286066_lncRNA	ENSG00000286066_lncRNA
ENSG00000286067	ENSG00000286067	ENSG00000286067_lncRNA	ENSG00000286067_lncRNA
ENSG00000286068	ENSG00000286068	ENSG00000286068_lncRNA	ENSG00000286068_lncRNA
ENSG00000286069	ENSG00000286069	LOC105378250	LOC105378250
ENSG00000286070	ENSG00000286070	ENSG00000286070_protein_coding	ENSG00000286070_protein_coding
ENSG00000286071	ENSG00000286071	LOC105373170	LOC105373170
ENSG00000286072	ENSG00000286072	LOC107985651	LOC107985651
ENSG00000286073	ENSG00000286073	ENSG00000286073_transcribed_unprocessed_pseudogene	ENSG00000286073_transcribed_unprocessed_pseudogene
ENSG00000286074	ENSG00000286074	ENSG00000286074_lncRNA	ENSG00000286074_lncRNA
ENSG00000286076	ENSG00000286076	ENSG00000286076_lncRNA	ENSG00000286076_lncRNA
ENSG00000286077	ENSG00000286077	ENSG00000286077_lncRNA	ENSG00000286077_lncRNA
ENSG00000286078	ENSG00000286078	ENSG00000286078_lncRNA	ENSG00000286078_lncRNA
ENSG00000286079	ENSG00000286079	NA	ENSG00000286079
ENSG00000286080	ENSG00000286080	NA	ENSG00000286080
ENSG00000286081	ENSG00000286081	LOC105373682	LOC105373682
ENSG00000286082	ENSG00000286082	ENSG00000286082_lncRNA	ENSG00000286082_lncRNA
ENSG00000286083	ENSG00000286083	LOC102724950	LOC102724950
ENSG00000286084	ENSG00000286084	ENSG00000286084_lncRNA	ENSG00000286084_lncRNA
ENSG00000286085	ENSG00000286085	ENSG00000286085_lncRNA	ENSG00000286085_lncRNA
ENSG00000286086	ENSG00000286086	LOC105374254	LOC105374254
ENSG00000286087	ENSG00000286087	NA	ENSG00000286087
ENSG00000286088	ENSG00000286088	FAM24B-CUZD1	FAM24B-CUZD1
ENSG00000286089	ENSG00000286089	ENSG00000286089_lncRNA	ENSG00000286089_lncRNA
ENSG00000286090	ENSG00000286090	ENSG00000286090_lncRNA	ENSG00000286090_lncRNA
ENSG00000286091	ENSG00000286091	ENSG00000286091_TEC	ENSG00000286091_TEC
ENSG00000286092	ENSG00000286092	ENSG00000286092_lncRNA	ENSG00000286092_lncRNA
ENSG00000286093	ENSG00000286093	ENSG00000286093_lncRNA	ENSG00000286093_lncRNA
ENSG00000286094	ENSG00000286094	NA	ENSG00000286094
ENSG00000286095	ENSG00000286095	SPEGNB	SPEGNB
ENSG00000286097	ENSG00000286097	ENSG00000286097_lncRNA	ENSG00000286097_lncRNA
ENSG00000286099	ENSG00000286099	ENSG00000286099_lncRNA	ENSG00000286099_lncRNA
ENSG00000286100	ENSG00000286100	ENSG00000286100_lncRNA	ENSG00000286100_lncRNA
ENSG00000286101	ENSG00000286101	LOC105373514	LOC105373514
ENSG00000286102	ENSG00000286102	FAM246A	FAM246A
ENSG00000286103	ENSG00000286103	NA	ENSG00000286103
ENSG00000286104	ENSG00000286104	NA	ENSG00000286104
ENSG00000286106	ENSG00000286106	NOTCH2NLR	NOTCH2NLR
ENSG00000286107	ENSG00000286107	ENSG00000286107_lncRNA	ENSG00000286107_lncRNA
ENSG00000286108	ENSG00000286108	ENSG00000286108_lncRNA	ENSG00000286108_lncRNA
ENSG00000286109	ENSG00000286109	ENSG00000286109_lncRNA	ENSG00000286109_lncRNA
ENSG00000286110	ENSG00000286110	ENSG00000286110_lncRNA	ENSG00000286110_lncRNA
ENSG00000286111	ENSG00000286111	NA	ENSG00000286111
ENSG00000286112	ENSG00000286112	KYAT1	KYAT1.1
ENSG00000286113	ENSG00000286113	ENSG00000286113_lncRNA	ENSG00000286113_lncRNA
ENSG00000286115	ENSG00000286115	ENSG00000286115_lncRNA	ENSG00000286115_lncRNA
ENSG00000286116	ENSG00000286116	ENSG00000286116_lncRNA	ENSG00000286116_lncRNA
ENSG00000286117	ENSG00000286117	ENSG00000286117_lncRNA	ENSG00000286117_lncRNA
ENSG00000286118	ENSG00000286118	ENSG00000286118_lncRNA	ENSG00000286118_lncRNA
ENSG00000286119	ENSG00000286119	ENSG00000286119_lncRNA	ENSG00000286119_lncRNA
ENSG00000286121	ENSG00000286121	ENSG00000286121_lncRNA	ENSG00000286121_lncRNA
ENSG00000286122	ENSG00000286122	LINC02964	LINC02964
ENSG00000286123	ENSG00000286123	ENSG00000286123_lncRNA	ENSG00000286123_lncRNA
ENSG00000286124	ENSG00000286124	ENSG00000286124_lncRNA	ENSG00000286124_lncRNA
ENSG00000286125	ENSG00000286125	ZIM2-AS1	ZIM2-AS1.1
ENSG00000286126	ENSG00000286126	LOC112577592	LOC112577592
ENSG00000286127	ENSG00000286127	ENSG00000286127_lncRNA	ENSG00000286127_lncRNA
ENSG00000286128	ENSG00000286128	ENSG00000286128_lncRNA	ENSG00000286128_lncRNA
ENSG00000286129	ENSG00000286129	ENSG00000286129_lncRNA	ENSG00000286129_lncRNA
ENSG00000286130	ENSG00000286130	ENSG00000286130_lncRNA	ENSG00000286130_lncRNA
ENSG00000286132	ENSG00000286132	ENSG00000286132_protein_coding	ENSG00000286132_protein_coding
ENSG00000286133	ENSG00000286133	NA	ENSG00000286133
ENSG00000286134	ENSG00000286134	ENSG00000286134_lncRNA	ENSG00000286134_lncRNA
ENSG00000286136	ENSG00000286136	ENSG00000286136_lncRNA	ENSG00000286136_lncRNA
ENSG00000286138	ENSG00000286138	ENSG00000286138_lncRNA	ENSG00000286138_lncRNA
ENSG00000286141	ENSG00000286141	ENSG00000286141_lncRNA	ENSG00000286141_lncRNA
ENSG00000286142	ENSG00000286142	ENSG00000286142_lncRNA	ENSG00000286142_lncRNA
ENSG00000286144	ENSG00000286144	ENSG00000286144_lncRNA	ENSG00000286144_lncRNA
ENSG00000286145	ENSG00000286145	ENSG00000286145_lncRNA	ENSG00000286145_lncRNA
ENSG00000286147	ENSG00000286147	ENSG00000286147_lncRNA	ENSG00000286147_lncRNA
ENSG00000286150	ENSG00000286150	ENSG00000286150_lncRNA	ENSG00000286150_lncRNA
ENSG00000286152	ENSG00000286152	ENSG00000286152_lncRNA	ENSG00000286152_lncRNA
ENSG00000286153	ENSG00000286153	RUNX1-AS1	RUNX1-AS1
ENSG00000286154	ENSG00000286154	ENSG00000286154_lncRNA	ENSG00000286154_lncRNA
ENSG00000286156	ENSG00000286156	BMS1P23	BMS1P23
ENSG00000286157	ENSG00000286157	ENSG00000286157_lncRNA	ENSG00000286157_lncRNA
ENSG00000286158	ENSG00000286158	ENSG00000286158_lncRNA	ENSG00000286158_lncRNA
ENSG00000286159	ENSG00000286159	ENSG00000286159_lncRNA	ENSG00000286159_lncRNA
ENSG00000286161	ENSG00000286161	ENSG00000286161_lncRNA	ENSG00000286161_lncRNA
ENSG00000286162	ENSG00000286162	LOC124902114	LOC124902114
ENSG00000286163	ENSG00000286163	ENSG00000286163_lncRNA	ENSG00000286163_lncRNA
ENSG00000286164	ENSG00000286164	NA	ENSG00000286164
ENSG00000286167	ENSG00000286167	ENSG00000286167_lncRNA	ENSG00000286167_lncRNA
ENSG00000286168	ENSG00000286168	ENSG00000286168_lncRNA	ENSG00000286168_lncRNA
ENSG00000286169	ENSG00000286169	NA	ENSG00000286169
ENSG00000286170	ENSG00000286170	ENSG00000286170_lncRNA	ENSG00000286170_lncRNA
ENSG00000286171	ENSG00000286171	ENSG00000286171_lncRNA	ENSG00000286171_lncRNA
ENSG00000286172	ENSG00000286172	RNVU1-8	RNVU1-8
ENSG00000286174	ENSG00000286174	ENSG00000286174_lncRNA	ENSG00000286174_lncRNA
ENSG00000286175	ENSG00000286175	FAM246B	FAM246B
ENSG00000286176	ENSG00000286176	ENSG00000286176_lncRNA	ENSG00000286176_lncRNA
ENSG00000286177	ENSG00000286177	LOC105372401	LOC105372401
ENSG00000286179	ENSG00000286179	ENSG00000286179_lncRNA	ENSG00000286179_lncRNA
ENSG00000286180	ENSG00000286180	ENSG00000286180_lncRNA	ENSG00000286180_lncRNA
ENSG00000286181	ENSG00000286181	FLICR	FLICR
ENSG00000286182	ENSG00000286182	ENSG00000286182_lncRNA	ENSG00000286182_lncRNA
ENSG00000286183	ENSG00000286183	ENSG00000286183_lncRNA	ENSG00000286183_lncRNA
ENSG00000286186	ENSG00000286186	ENSG00000286186_lncRNA	ENSG00000286186_lncRNA
ENSG00000286187	ENSG00000286187	ENSG00000286187_lncRNA	ENSG00000286187_lncRNA
ENSG00000286188	ENSG00000286188	ENSG00000286188_lncRNA	ENSG00000286188_lncRNA
ENSG00000286189	ENSG00000286189	NA	ENSG00000286189
ENSG00000286190	ENSG00000286190	LOC728392	LOC728392
ENSG00000286191	ENSG00000286191	ENSG00000286191_lncRNA	ENSG00000286191_lncRNA
ENSG00000286192	ENSG00000286192	ENSG00000286192_protein_coding	ENSG00000286192_protein_coding
ENSG00000286193	ENSG00000286193	CPLANE1-AS1	CPLANE1-AS1
ENSG00000286194	ENSG00000286194	ENSG00000286194_lncRNA	ENSG00000286194_lncRNA
ENSG00000286195	ENSG00000286195	ENSG00000286195_lncRNA	ENSG00000286195_lncRNA
ENSG00000286196	ENSG00000286196	ENSG00000286196_lncRNA	ENSG00000286196_lncRNA
ENSG00000286197	ENSG00000286197	ENSG00000286197_lncRNA	ENSG00000286197_lncRNA
ENSG00000286198	ENSG00000286198	ENSG00000286198_lncRNA	ENSG00000286198_lncRNA
ENSG00000286199	ENSG00000286199	ENSG00000286199_lncRNA	ENSG00000286199_lncRNA
ENSG00000286201	ENSG00000286201	ENSG00000286201_lncRNA	ENSG00000286201_lncRNA
ENSG00000286202	ENSG00000286202	ENSG00000286202_lncRNA	ENSG00000286202_lncRNA
ENSG00000286203	ENSG00000286203	NA	ENSG00000286203
ENSG00000286204	ENSG00000286204	ENSG00000286204_lncRNA	ENSG00000286204_lncRNA
ENSG00000286205	ENSG00000286205	ENSG00000286205_lncRNA	ENSG00000286205_lncRNA
ENSG00000286206	ENSG00000286206	ENSG00000286206_lncRNA	ENSG00000286206_lncRNA
ENSG00000286207	ENSG00000286207	ENSG00000286207_lncRNA	ENSG00000286207_lncRNA
ENSG00000286208	ENSG00000286208	ENSG00000286208_lncRNA	ENSG00000286208_lncRNA
ENSG00000286209	ENSG00000286209	ENSG00000286209_lncRNA	ENSG00000286209_lncRNA
ENSG00000286210	ENSG00000286210	ENSG00000286210_lncRNA	ENSG00000286210_lncRNA
ENSG00000286211	ENSG00000286211	ENSG00000286211_lncRNA	ENSG00000286211_lncRNA
ENSG00000286212	ENSG00000286212	ENSG00000286212_lncRNA	ENSG00000286212_lncRNA
ENSG00000286213	ENSG00000286213	NA	ENSG00000286213
ENSG00000286214	ENSG00000286214	COPG2IT1	COPG2IT1
ENSG00000286215	ENSG00000286215	VIM2P	VIM2P
ENSG00000286216	ENSG00000286216	ENSG00000286216_lncRNA	ENSG00000286216_lncRNA
ENSG00000286217	ENSG00000286217	LINC00279	LINC00279
ENSG00000286218	ENSG00000286218	ENSG00000286218_lncRNA	ENSG00000286218_lncRNA
ENSG00000286219	ENSG00000286219	NOTCH2NLC	NOTCH2NLC
ENSG00000286220	ENSG00000286220	ENSG00000286220_transcribed_unprocessed_pseudogene	ENSG00000286220_transcribed_unprocessed_pseudogene
ENSG00000286222	ENSG00000286222	ENSG00000286222_lncRNA	ENSG00000286222_lncRNA
ENSG00000286223	ENSG00000286223	ENSG00000286223_lncRNA	ENSG00000286223_lncRNA
ENSG00000286224	ENSG00000286224	LOC128092249	LOC128092249
ENSG00000286225	ENSG00000286225	ENSG00000286225_lncRNA	ENSG00000286225_lncRNA
ENSG00000286226	ENSG00000286226	ENSG00000286226_lncRNA	ENSG00000286226_lncRNA
ENSG00000286227	ENSG00000286227	ENSG00000286227_lncRNA	ENSG00000286227_lncRNA
ENSG00000286229	ENSG00000286229	ENSG00000286229_lncRNA	ENSG00000286229_lncRNA
ENSG00000286230	ENSG00000286230	ENSG00000286230_lncRNA	ENSG00000286230_lncRNA
ENSG00000286232	ENSG00000286232	ENSG00000286232_lncRNA	ENSG00000286232_lncRNA
ENSG00000286233	ENSG00000286233	ENSG00000286233_lncRNA	ENSG00000286233_lncRNA
ENSG00000286234	ENSG00000286234	ENSG00000286234_lncRNA	ENSG00000286234_lncRNA
ENSG00000286236	ENSG00000286236	ENSG00000286236_lncRNA	ENSG00000286236_lncRNA
ENSG00000286237	ENSG00000286237	ARMCX5-GPRASP2	ARMCX5-GPRASP2
ENSG00000286238	ENSG00000286238	ENSG00000286238_lncRNA	ENSG00000286238_lncRNA
ENSG00000286240	ENSG00000286240	ENSG00000286240_lncRNA	ENSG00000286240_lncRNA
ENSG00000286241	ENSG00000286241	ENSG00000286241_lncRNA	ENSG00000286241_lncRNA
ENSG00000286242	ENSG00000286242	ENSG00000286242_lncRNA	ENSG00000286242_lncRNA
ENSG00000286243	ENSG00000286243	ENSG00000286243_transcribed_processed_pseudogene	ENSG00000286243_transcribed_processed_pseudogene
